Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
DelBene,20022183,JT,Maryland ST Dept TR 5%26,NaN,S,12/16/2022,12/16/2022,"$500,001 - $1,000,000",New,
DelBene,20024173,JT,Arizona Indl Dev Auth Rev BDS,NaN,P,12/15/2023,12/15/2023,"$15,001 - $50,000",New,
DelBene,20024173,JT,Maryland ST Go BDS Ser. 2017 B S,NaN,S (partial),12/15/2023,12/15/2023,"$15,001 - $50,000",New,
DelBene,20022183,JT,Philadelphia PA SCH Dist Go,NaN,P,12/15/2022,12/15/2022,"$50,001 - $100,000",New,
DelBene,20024173,JT,Arizona Indl Dev Auth Rev,NaN,S,12/08/2023,12/08/2023,"$250,001 - $500,000",New,
DelBene,20024173,JT,Prince Georges CNTY MD Go,NaN,S (partial),12/08/2023,12/08/2023,"$100,001 - $250,000",New,
DelBene,20024173,JT,Chandler Ariz Excise Tax Rev,NaN,P,12/07/2023,12/07/2023,"$500,001 - $1,000,000",New,
DelBene,20024173,JT,Triborough Bridge & Tunl Auth NY,NaN,P,12/05/2023,12/05/2023,"$1,001 - $15,000",New,
DelBene,20024080,JT,New York NY City Transitional Fin,NaN,P,11/16/2023,11/16/2023,"$1,001 - $15,000",New,
DelBene,20024016,JT,Arizona Indl Dev Auth Rev,NaN,P,11/03/2023,11/03/2023,"$15,001 - $50,000",New,
DelBene,20024016,JT,Arizona Indl Dev Auth Rev,NaN,P,11/01/2023,11/01/2023,"$15,001 - $50,000",New,
DelBene,20023930,JT,Spring TX Isd 4% Go Utx Due,NaN,P,10/20/2023,10/20/2023,"$1,001 - $15,000",New,
DelBene,20023930,JT,New York NY City Transitional,NaN,P,10/16/2023,10/16/2023,"$15,001 - $50,000",New,
DelBene,20023788,JT,Maryland ST Go BDS Ser. 2017 B S,NaN,S (partial),09/29/2023,09/29/2023,"$15,001 - $50,000",New,
DelBene,20023788,JT,United States Treas Bills Zero,NaN,P,09/19/2023,09/19/2023,"$1,000,001 - $5,000,000",New,
DelBene,20023721,JT,Philadelphia PA SCH Dist Go,NaN,P,09/06/2023,09/06/2023,"$15,001 - $50,000",New,
DelBene,20023610,SP,Microsoft Corporation ,MSFT,S,08/31/2023,08/31/2023,"$500,001 - $1,000,000",New,Vested shares sold to separate trust not for the benefit of filer or spouse pursuant to forward contract dated
DelBene,20023610,SP,Microsoft Corporation ,MSFT,S,08/30/2023,08/30/2023,"$250,001 - $500,000",New,Vested shares sold to separate trust not for the benefit of filer or spouse pursuant to forward contract dated
DelBene,20023100,SP,MSFT Common Stock,Stock (Not Publicly Traded),S,08/30/2022,08/30/2022,"$1,000,001 - $5,000,000",New,Vested shares sold to separate trust not for the benefit of filer or spouse pursuant to forward contract dated
DelBene,20023610,JT,Prince Georges CNTY MD Go,NaN,P,08/28/2023,08/28/2023,"$15,001 - $50,000",New,
DelBene,20023610,JT,Illinois ST Sales Tax Rev JR Oblig,NaN,P,08/22/2023,08/22/2023,"$15,001 - $50,000",New,
DelBene,20023421,JT,Illinois ST Sales Tax Rev JR Oblig,NaN,P,07/31/2023,07/31/2023,"$1,001 - $15,000",New,
DelBene,20023421,JT,Spring TX Isd 4% Go Utx Due,NaN,P,07/28/2023,07/28/2023,"$15,001 - $50,000",New,
DelBene,20023421,JT,US Treasury Bill US T Bill,NaN,P,07/19/2023,07/19/2023,"$1,000,001 - $5,000,000",New,
DelBene,20023349,JT,Florida HSG Fin Corp Homeowner,NaN,P,07/14/2023,07/14/2023,"$1,001 - $15,000",New,
DelBene,20023238,JT,Philadelphia PA SCH Dist Go,NaN,P,06/29/2023,06/29/2023,"$15,001 - $50,000",New,
DelBene,20023183,JT,Spring TX Isd 4% Go Utx,NaN,P,06/07/2023,06/07/2023,"$15,001 - $50,000",New,
DelBene,20023183,JT,New Jersey ST Transn TR FD,NaN,P,06/06/2023,06/06/2023,"$50,001 - $100,000",New,
DelBene,20023183,JT,New York NY Go BDS Ser.,NaN,P,06/02/2023,06/02/2023,"$15,001 - $50,000",New,
DelBene,20022975,JT,Spring TX Isd 4% Go Utx,NaN,P,05/03/2023,05/03/2023,"$15,001 - $50,000",New,
DelBene,20022655,JT,New York ST Dorm Auth Sales Tax,NaN,S (partial),03/30/2023,03/30/2023,"$15,001 - $50,000",New,
DelBene,20022655,JT,Arizona Indl Dev Auth Rev BDS,NaN,P,03/23/2023,03/23/2023,"$1,001 - $15,000",New,
DelBene,20023100,SP,MSFT Common Stock,Stock (Not Publicly Traded),S,03/01/2023,03/01/2023,"$250,001 - $500,000",New,Vested shares sold to separate trust not for the benefit of filer or spouse pursuant to forward contract dated
DelBene,20022498,JT,Seattle WA MN LT 3.67% Util Due,NaN,P,02/24/2023,02/24/2023,"$1,001 - $15,000",New,
DelBene,20022498,JT,New York N Y City Transitional,NaN,P,02/16/2023,02/16/2023,"$15,001 - $50,000",New,
DelBene,20022453,JT,King CNTY Wash LTD Tax Go,NaN,S,02/09/2023,02/09/2023,"$500,001 - $1,000,000",New,
DelBene,20022453,JT,New Jersey ST Transn TR FD,NaN,P,02/08/2023,02/08/2023,"$500,001 - $1,000,000",New,
DelBene,20022453,JT,Seattle WA MN LT PW PWR Util,NaN,P,02/02/2023,02/02/2023,"$50,001 - $100,000",New,
DelBene,20022355,JT,Arizona Indl Dev Auth Rev,NaN,P,01/27/2023,01/27/2023,"$15,001 - $50,000",New,
DelBene,20022355,JT,Maryland ST Go BDS Ser. 2017 B,NaN,P,01/23/2023,01/23/2023,"$50,001 - $100,000",New,
DelBene,20022355,JT,Maryland ST Go BDS Ser. 2017 B,NaN,P,01/19/2023,01/19/2023,"$15,001 - $50,000",New,
DelBene,20022355,JT,New York ST Dorm Auth Sales Tax,NaN,P,01/19/2023,01/19/2023,"$1,001 - $15,000",New,
DelBene,20022355,JT,Seattle WA MN LT PW PWR Util Due,NaN,P,01/19/2023,01/19/2023,"$1,001 - $15,000",New,
Dunn,20022361,SP,Southern Company ,SO,S,01/05/2023,01/30/2023,"$15,001 - $50,000",New,
Foxx,20024072,JT,Cross Timbers Royalty Trust ,NaN,P,11/29/2023,12/01/2023,"$1,001 - $15,000",New,
Foxx,20024072,JT,Arlington Asset Investment Corp,NaN,P,11/28/2023,12/01/2023,"$1,001 - $15,000",New,
Foxx,20024072,JT,Cross Timbers Royalty Trust ,NaN,P,11/28/2023,12/01/2023,"$1,001 - $15,000",New,
Foxx,20024072,JT,FLEX LNG Ltd. Ordinary Shares,NaN,P,11/28/2023,12/01/2023,"$1,001 - $15,000",New,
Foxx,20024072,JT,"Alliance Resource Partners, L.P.",NaN,P,11/15/2023,12/01/2023,"$1,001 - $15,000",New,
Foxx,20024072,JT,USD Partners LP Common Units,NaN,S,11/10/2023,12/01/2023,"$1,001 - $15,000",New,
Foxx,20024072,JT,"AT&T Inc. Depositary Shares, each ",NaN,P,11/02/2023,12/01/2023,"$1,001 - $15,000",New,
Foxx,20023946,JT,"Hercules Capital, Inc. ",NaN,P,10/25/2023,10/25/2023,"$1,001 - $15,000",New,
Foxx,20023946,JT,"Hercules Capital, Inc. ",NaN,P,10/23/2023,10/23/2023,"$1,001 - $15,000",New,
Foxx,20023946,JT,"Hercules Capital, Inc. ",NaN,P,10/20/2023,10/20/2023,"$1,001 - $15,000",New,
Foxx,20023946,JT,"Altria Group, Inc. ",MO,P,10/11/2023,10/11/2023,"$1,001 - $15,000",New,
Foxx,20023946,JT,"Hercules Capital, Inc. ",NaN,P,10/03/2023,10/03/2023,"$1,001 - $15,000",New,
Foxx,20023946,JT,"Plains All American Pipeline, L.P.",NaN,S,10/03/2023,10/03/2023,"$15,001 - $50,000",NewID Owner Asset Transaction Date Notification Amount Cap.,
Foxx,20023946,JT,Cross Timbers Royalty Trust ,NaN,P,10/02/2023,10/02/2023,"$1,001 - $15,000",New,
Foxx,20023946,JT,FLEX LNG Ltd. Ordinary Shares,NaN,P,10/02/2023,10/02/2023,"$1,001 - $15,000",New,
Foxx,20023809,JT,"Apollo Asset Management,",NaN,S,09/22/2023,09/22/2023,"$15,001 - $50,000",New,
Foxx,20023809,JT,"Hercules Capital, Inc. ",NaN,P,09/21/2023,10/05/2023,"$1,001 - $15,000",New,
Foxx,20023809,JT,Vector Group Ltd. ,NaN,S,09/21/2023,10/05/2023,"$50,001 - $100,000",New,
Foxx,20023809,JT,Arlington Asset Investment Corp,NaN,P,09/19/2023,10/05/2023,"$1,001 - $15,000",New,
Foxx,20023809,JT,Cross Timbers Royalty Trust ,NaN,P,09/19/2023,10/05/2023,"$1,001 - $15,000",New,
Foxx,20023809,JT,Duke Energy Corporation Depositary,NaN,P,09/19/2023,10/05/2023,"$1,001 - $15,000",New,
Foxx,20023809,JT,Green Plains Partners LP,NaN,S,09/18/2023,10/05/2023,"$15,001 - $50,000",New,
Foxx,20023809,JT,Vector Group Ltd. ,NaN,P,09/18/2023,10/05/2023,"$1,001 - $15,000",New,
Foxx,20023613,JT,Takeda Pharmaceutical,NaN,S,08/29/2023,09/02/2023,"$15,001 - $50,000",New,
Foxx,20023613,JT,"Alliance Resource Partners, L.P.",NaN,P,08/16/2023,09/02/2023,"$1,001 - $15,000",New,
Foxx,20023613,JT,AT&T Inc. ,T,P,08/02/2023,09/02/2023,"$1,001 - $15,000",New,
Foxx,20023393,JT,"Altria Group, Inc. ",MO,P,07/11/2023,07/28/2023,"$1,001 - $15,000",New,
Foxx,20023237,JT,Vector Group Ltd. ,NaN,P,06/30/2023,06/30/2023,"$1,001 - $15,000",New,
Foxx,20023237,JT,DUKE ENERGY C 5.75% PFD SER A,NaN,P,06/20/2023,06/20/2023,"$1,001 - $15,000",New,Bond dividend reinvestment
Foxx,20023059,JT,Sisecam Resources LP Common,NaN,S,05/26/2023,06/01/2023,"$50,001 - $100,000",New,Distribution as a result of merger and delisting.
Foxx,20023059,JT,Sisecam Resources LP Common Units,NaN,P,05/19/2023,06/01/2023,"$1,001 - $15,000",New,
Foxx,20023059,JT,Cross Timbers Royalty Trust ,NaN,P,05/17/2023,06/01/2023,"$1,001 - $15,000",New,
Foxx,20023059,JT,Green Plains Partners LP,NaN,P,05/17/2023,06/01/2023,"$1,001 - $15,000",New,
Foxx,20023059,JT,"Alliance Resource Partners, L.P.",NaN,P,05/16/2023,06/01/2023,"$1,001 - $15,000",New,
Foxx,20023059,JT,FLEX LNG Ltd. Ordinary Shares,NaN,P,05/16/2023,06/01/2023,"$1,001 - $15,000",New,
Foxx,20023059,JT,"Alliance Resource Partners, L.P.",NaN,P,05/10/2023,06/01/2023,"$1,001 - $15,000",New,
Foxx,20023059,JT,"Alliance Resource Partners, L.P.",NaN,P,05/08/2023,06/01/2023,"$1,001 - $15,000",New,
Foxx,20023059,JT,"AT&T Inc. Depositary Shares, each ",NaN,P,05/02/2023,06/01/2023,"$1,001 - $15,000",New,
Foxx,20023059,JT,"Altria Group, Inc. ",MO,P,05/01/2023,06/01/2023,"$1,001 - $15,000",New,
Foxx,20023059,JT,Cross Timbers Royalty Trust ,NaN,P,05/01/2023,06/01/2023,"$1,001 - $15,000",New,
Foxx,20022822,JT,Arlington Asset Investment Corp,NaN,P,04/03/2023,05/01/2023,"$1,001 - $15,000",New,
Foxx,20022504,JT,"Boise Cascade, L.L.C. ",NaN,P,02/24/2023,03/01/2023,"$15,001 - $50,000",New,
Foxx,20022504,JT,Sisecam Resources LP Common Units,NaN,P,02/24/2023,03/01/2023,"$1,001 - $15,000",NewID Owner Asset Transaction Date Notification Amount Cap.,
Foxx,20022504,JT,Marathon Oil Corporation,NaN,S,02/21/2023,03/01/2023,"$15,001 - $50,000",New,
Foxx,20022504,JT,"CF Industries Holdings, Inc. ",CF,S,02/16/2023,03/01/2023,"$15,001 - $50,000",New,
Foxx,20022504,JT,Takeda Pharmaceutical Company,NaN,P,02/16/2023,03/01/2023,"$1,001 - $15,000",New,
Foxx,20022504,JT,"Alliance Resource Partners, L.P.",NaN,P,02/15/2023,03/01/2023,"$1,001 - $15,000",New,
Foxx,20022504,JT,FLEX LNG Ltd. Ordinary Shares,NaN,P,02/15/2023,03/01/2023,"$1,001 - $15,000",New,
Foxx,20022504,JT,AT&T Inc. ,T,P,02/01/2023,03/01/2023,"$1,001 - $15,000",New,
Foxx,20022352,JT,"Altria Group, Inc. ",MO,P,01/17/2023,01/17/2023,"$1,001 - $15,000",New,
Foxx,20022352,JT,FLEX LNG Ltd. Ordinary Shares,NaN,P,01/04/2023,01/04/2023,"$1,001 - $15,000",New,
Franklin,20023847,JT,Microsoft Corporation (MSFT) [ST] S ,NaN,Transaction,Date,Notification,Amount,New,
Franklin,20023847,JT,Alphabet Inc.,GOOG,S (partial),09/11/2023,09/15/2023,"$50,001 - $100,000",New,
Franklin,20023847,JT,Apple Inc. ,AAPL,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,Berkshire Hathaway Inc. New,BRK.B,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,"Cisco Systems, Inc. ",CSCO,S (partial),09/11/2023,09/15/2023,"$50,001 - $100,000",New,
Franklin,20023847,JT,Discover Financial Services,DFS,S,09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,Fidelity Mid,NaN,S,09/11/2023,09/15/2023,"$1,001 - $15,000",New,Fidelity Mid-Cap Stock Fund (FMCSX)
Franklin,20023847,JT,Fidelity Money Market Fund,NaN,S,09/11/2023,09/15/2023,"$50,001 - $100,000",New,"FZDXX is a Fidelity ""Prime"" money market fund that invests in commercial paper and non-government"
Franklin,20023847,JT,"Home Depot, Inc. ",HD,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,"Invesco QQQ Trust, Series 1 ",NaN,S (partial),09/11/2023,09/15/2023,"$1,001 - $15,000",New,
Franklin,20023847,JT,iShares Core S&P Small,NaN,S,09/11/2023,09/15/2023,"$1,001 - $15,000",New,
Franklin,20023847,JT,Johnson & Johnson ,JNJ,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,JP Morgan Chase & Co. ,JPM,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,McDonald's Corporation ,MCD,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,"Merck & Company, Inc. Common ",MRK,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,"NextEra Energy, Inc. ",NEE,S,09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,"Pepsico, Inc. ",PEP,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,"Pfizer, Inc. ",PFE,S,09/11/2023,09/15/2023,"$1,001 - $15,000",New,
Franklin,20023847,JT,Procter & Gamble Company ,PG,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,Starbucks Corporation ,SBUX,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,"United Parcel Service, Inc. ",UPS,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,UnitedHealth Group,NaN,S,09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,Visa Inc. ,V,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20023847,JT,Walmart Inc. ,WMT,S (partial),09/11/2023,09/15/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,Berkshire Hathaway Inc. ,NaN,S (partial),02/21/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,"Invesco QQQ Trust, Series 1 ",NaN,S (partial),02/21/2023,02/22/2023,"$1,001 - $15,000",New,
Franklin,20022530,JT,Microsoft Corporation ,MSFT,S (partial),02/21/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,Walmart Inc. ,WMT,S (partial),02/21/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,Apple Inc. ,AAPL,S (partial),02/15/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,Berkshire Hathaway Inc. New,BRK.B,S (partial),02/15/2023,02/22/2023,"$50,001 - $100,000",New,
Franklin,20022530,JT,"Cisco Systems, Inc. ",CSCO,S (partial),02/15/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,Comcast Corporation,CMCSA,S,02/15/2023,02/22/2023,"$50,001 - $100,000",New,
Franklin,20022530,JT,"Invesco QQQ Trust, Series 1 ",NaN,S (partial),02/15/2023,02/22/2023,"$50,001 - $100,000",New,
Franklin,20022530,JT,iShares Core S&P Small,NaN,S (partial),02/15/2023,02/22/2023,"$50,001 - $100,000",New,
Franklin,20022530,JT,JP Morgan Chase & Co. ,JPM,S (partial),02/15/2023,02/22/2023,"$50,001 - $100,000",New,
Franklin,20022530,JT,Medtronic plc. Ordinary,MDT,S,02/15/2023,02/22/2023,"$50,001 - $100,000",New,
Franklin,20022530,JT,Microsoft Corporation ,MSFT,S (partial),02/15/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,"NextEra Energy, Inc. ",NEE,S (partial),02/15/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,"Pfizer, Inc. ",PFE,S (partial),02/15/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,"PNC Financial Services Group,",PNC,S,02/15/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,Starbucks Corporation ,SBUX,S (partial),02/15/2023,02/22/2023,"$50,001 - $100,000",New,
Franklin,20022530,JT,"United Parcel Service, Inc. ",UPS,S,02/15/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,UnitedHealth Group Incorporated,NaN,S (partial),02/15/2023,02/22/2023,"$15,001 - $50,000",New,
Franklin,20022530,JT,Verizon Communications Inc.,VZ,S,02/15/2023,02/22/2023,"$50,001 - $100,000",New,
Garcia,20023182,SPDR,Gold Trust ,NaN,S,06/08/2023,06/08/2023,"$15,001 - $50,000",New,
Gottheimer,20024097,JT,"AutoZone, Inc. (AZO) [ST] S ",NaN,Transaction,Date,Notification,Amount,New,
Gottheimer,20024097,JT,McKesson Corporation (MCK) [ST] S ,NaN,Transaction,Date,Notification,Amount,New,
Gottheimer,20023973,JT,"Veracyte, Inc. ",NaN,Transaction,Date,Notification,Amount,New,
Gottheimer,20023833,JT,NVIDIA Corporation (NVDA) [ST] S ,NaN,Transaction,Date,Notification,Amount,New,
Gottheimer,20023257,JT,Apple Inc. (AAPL) [ST] S ,NaN,Transaction,Date,Notification,Amount,New,
Gottheimer,20023257,JT,"First Solar, Inc. (FSLR) [ST] S ",NaN,Transaction,Date,Notification,Amount,New,
Gottheimer,20022877,JT,Apple Inc. ,AAPL,Transaction,Date,Notification,Amount,New,
Gottheimer,20022877,JT,ConocoPhillips (COP) [ST] S ,NaN,Transaction,Date,Notification,Amount,New,
Gottheimer,20022877,JT,"Globus Medical, Inc. Class A ",NaN,Transaction,Date,Notification,Amount,New,
Gottheimer,20022219,JT,Insmed Incorporated ,NaN,Transaction,Date,Notification,Amount,New,
Gottheimer,20022219,JT,Pharmaceutical GRP LTD ,NaN,S (partial),12/30/2022,01/04/2023,"$1,001 - $15,000",New,ADR Stock
Gottheimer,20022219,JT,"Supernus Pharmaceuticals, Inc. S",NaN,S (partial),12/23/2022,01/04/2023,"$1,001 - $15,000",New,
Gottheimer,20022219,JT,"Automatic Data Processing, Inc.",ADP,P,12/20/2022,01/04/2023,"$1,001 - $15,000",New,
Gottheimer,20022219,JT,Amgen Inc. ,AMGN,P,12/09/2022,01/04/2023,"$1,001 - $15,000",New,
Gottheimer,20022219,JT,Eli Lilly and Company ,LLY,P,12/07/2022,01/04/2023,"$1,001 - $15,000",New,
Gottheimer,20022219,JT,"Halozyme Therapeutics, Inc. ",NaN,S (partial),12/06/2022,01/04/2023,"$1,001 - $15,000",New,
Gottheimer,20022219,JT,Ritchie Bros. Auctioneers,NaN,S,12/06/2022,01/04/2023,"$1,001 - $15,000",New,
Gottheimer,20022219,JT,"Shoals Technologies Group, Inc.",NaN,P,12/06/2022,01/04/2023,"$1,001 - $15,000",New,
Gottheimer,20022219,JT,"Syneos Health, Inc.",NaN,S (partial),12/06/2022,01/04/2023,"$1,001 - $15,000",New,
Gottheimer,20022219,JT,Blackstone Inc. ,BX,S (partial),12/05/2022,01/04/2023,"$1,001 - $15,000",New,
Gottheimer,20022219,JT,Fidelity National Information,NaN,P,12/01/2022,01/04/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,Alphabet Inc.,NaN,S (partial),11/29/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"ServiceNow, Inc. ",NOW,P,11/29/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"HCA Healthcare, Inc. ",HCA,S (partial),11/28/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"Palo Alto Networks, Inc. ",PANW,P,11/28/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,Thermo Fisher Scientific Inc ,TMO,S,11/28/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"Quanta Services, Inc. ",PWR,P,11/27/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"Rockwell Automation, Inc. ",ROK,S,11/27/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"Salesforce, Inc. ",CRM,S,11/22/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"ServiceNow, Inc. ",NOW,P,11/22/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"Celsius Holdings, Inc. ",NaN,P,11/20/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,Monster Beverage Corporation S,MNST,S (partial),11/20/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"DoorDash, Inc. ",NaN,P,11/16/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,Eli Lilly and Company ,LLY,P,11/16/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"Intapp, Inc. ",NaN,P,11/15/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,Microsoft Corporation ,MSFT,P,11/14/2023,12/05/2023,"$1,000,001 - $5,000,000",New,Call options; Strike price $170; Expires 06/21/2024
Gottheimer,20024097,JT,Microsoft Corporation ,MSFT,P,11/14/2023,12/05/2023,"$5,000,001 - $25,000,000",New,Call options; Strike price $160; Expires 06/21/2024
Gottheimer,20024097,JT,Microsoft Corporation ,MSFT,S,11/14/2023,12/05/2023,"$1,000,001 - $5,000,000",New,Call options; Strike price $170; Expires 01/17/2025
Gottheimer,20024097,JT,Microsoft Corporation ,MSFT,S,11/14/2023,12/05/2023,"$5,000,001 - $25,000,000",New,Call options; Strike price $165; Expires 01/17/2025
Gottheimer,20024097,JT,Eli Lilly and Company ,LLY,P,11/13/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,Exact Sciences Corporation ,NaN,S (partial),11/13/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"HCA Healthcare, Inc. ",HCA,S (partial),11/13/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"Regeneron Pharmaceuticals, Inc. S",REGN,S (partial),11/13/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,Alphabet Inc.,GOOG,S (partial),11/10/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,ASML Holding N.V.,NaN,S (partial),11/09/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,Monster Beverage Corporation S,MNST,S (partial),11/09/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,AbbVie Inc. ,ABBV,S,11/08/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,Adobe Inc. ,ADBE,P,11/08/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"Salesforce, Inc. ",CRM,S (partial),11/08/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"ServiceNow, Inc. ",NOW,P,11/08/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"Celsius Holdings, Inc. ",NaN,P,11/02/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20024097,JT,"Arista Networks, Inc. ",ANET,P,11/01/2023,12/05/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Apple Inc. ,AAPL,P,10/30/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Estee Lauder Companies, Inc. ",EL,S,10/30/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Sherwin,NaN,S,10/30/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"W.W. Grainger, Inc. ",GWW,P,10/30/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Alamo Group, Inc. ",NaN,S (partial),10/27/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Align Technology, Inc. ",ALGN,S (partial),10/27/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Allegro MicroSystems, Inc. ",NaN,P,10/27/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,HDFC Bank Limited ,NaN,P,10/27/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"ICF International, Inc. ",NaN,S (partial),10/27/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Intuitive Surgical, Inc. ",ISRG,S (partial),10/27/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Microsoft Corporation ,MSFT,P,10/27/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,ON Semiconductor Corporation ,ON,P,10/27/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Primoris Services Corporation ,NaN,S (partial),10/27/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Seagen Inc. ,NaN,S,10/27/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Meta Platforms, Inc.",NaN,S (partial),10/26/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Alphabet Inc.,GOOG,S (partial),10/25/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"The Shyft Group, Inc. ",NaN,S,10/18/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,ADYEN NV UNSP/ADR ,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Allegiant Travel Company ,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Arista Networks, Inc. ",ANET,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"BioCryst Pharmaceuticals, Inc.",NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Crown Castle Inc. ,CCI,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Dominion Energy, Inc. ",D,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
