Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Foxx,20003542,JT,Corning Incorporated ,NaN,s,07/27/2015,07/27/2015,"$15,001 - $50,000",New,
Foxx,20003542,JT,Cigna Corporation ,CI,s,07/24/2015,07/24/2015,"$15,001 - $50,000",New,
Foxx,20003542,JT,Cooper Tire & Rubber Company ,NaN,s,07/24/2015,07/24/2015,"$15,001 - $50,000",New,
Foxx,20003542,JT,Curtiss,NaN,s,07/24/2015,07/24/2015,"$15,001 - $50,000",New,
Foxx,20003542,JT,OMNOVa solutions Inc. ,NaN,s,07/24/2015,07/24/2015,"$15,001 - $50,000",New,
Foxx,20003542,JT,Fidelity Nasdaq Composite Index,NaN,P,07/22/2015,07/22/2015,"$50,001 - $100,000",New,
Foxx,20003542,JT,Vanguard Mid,NaN,P,07/21/2015,07/21/2015,"$50,001 - $100,000",New,"Hon. Virginia Foxx , 08/12/2015"
Foxx,20002991,JT,OMNOVa solutions Inc. ,NaN,P,04/8/2015,04/8/2015,"$15,001 - $50,000",New,
Foxx,20002991,JT,Frontier Communications Corporation,NaN,P,04/27/2015,04/27/2015,"$1,001 - $15,000",New,
Foxx,20002991,JT,superValu Inc. ,NaN,P,04/27/2015,04/27/2015,"$1,001 - $15,000",New,
Foxx,20002991,JT,alcoa Inc. ,NaN,P,04/1/2015,04/1/2015,"$1,001 - $15,000",New,
Foxx,20002991,JT,Frontier Communications Corporation,NaN,s,04/1/2015,04/1/2015,"$15,001 - $50,000",New,
Foxx,20002991,JT,Mosaic Company ,NaN,P,04/1/2015,04/1/2015,"$15,001 - $50,000",New,
Foxx,20002991,JT,"Old Dominion Freight line, Inc. ",NaN,P,04/1/2015,04/1/2015,"$15,001 - $50,000",New,
Foxx,20002991,JT,"spectrum Brands Holdings, Inc. ",NaN,s,04/1/2015,04/1/2015,"$15,001 - $50,000",New,
Foxx,20002821,JT,"Forum Energy Technologies, Inc. ",NaN,s,03/9/2015,03/9/2015,"$15,001 - $50,000",New,
Foxx,20002821,JT,"Caterpillar, Inc. ",NaN,s,03/5/2015,03/5/2015,"$15,001 - $50,000",New,
Foxx,20002821,JT,alcoa Inc. ,NaN,s,03/4/2015,03/4/2015,"$15,001 - $50,000",New,
Foxx,20002821,JT,Erie Indemnity Company,ERIE,P,03/26/2015,03/26/2015,"$1,001 - $15,000",New,
Foxx,20002821,JT,"Blount International, Inc. ",NaN,s,03/25/2015,03/25/2015,"$15,001 - $50,000",New,
Foxx,20002821,JT,Curtiss,NaN,P,03/25/2015,03/25/2015,"$15,001 - $50,000",New,
Foxx,20002821,JT,Erie Indemnity Company,ERIE,P,03/25/2015,03/25/2015,"$15,001 - $50,000",New,
Foxx,20002821,JT,FedEx Corporation ,FDX,s,03/25/2015,03/25/2015,"$50,001 - $100,000",New,
Foxx,20002821,JT,abbott laboratories ,NaN,P,03/18/2015,03/18/2015,"$15,001 - $50,000",New,
Foxx,20002821,JT,"Matson, Inc. ",NaN,P,03/16/2015,03/16/2015,"$15,001 - $50,000",New,"Hon. Virginia Foxx , 04/3/2015"
Foxx,20002821,JT,Corning Incorporated ,NaN,P,03/12/2015,03/12/2015,"$15,001 - $50,000",New,
Foxx,20002821,JT,"altria group, Inc. ",MO,s,03/11/2015,03/11/2015,"$50,001 - $100,000",New,
Foxx,20002654,JT,"Cracker Barrel Old Country store, Inc.",NaN,P,02/6/2015,02/6/2015,"$15,001 - $50,000",New,
Foxx,20002654,JT,archer,NaN,s,02/4/2015,02/4/2015,"$15,001 - $50,000",New,
Foxx,20002654,JT,Frontier Communications Corporation,NaN,P,02/25/2015,02/25/2015,"$15,001 - $50,000",New,
Foxx,20002654,JT,Pitney Bowes Inc. ,NaN,s,02/2/2015,02/2/2015,"$15,001 - $50,000",New,"Hon. Virginia Foxx , 03/9/2015"
Foxx,20002654,JT,"Blount International, Inc. ",NaN,P,02/18/2015,02/18/2015,"$15,001 - $50,000",New,
Foxx,20002654,JT,Cooper Tire & Rubber Company ,NaN,P,02/18/2015,02/18/2015,"$15,001 - $50,000",New,
Foxx,20002527,JT,schwab u.s. TIPs ETF ,NaN,s,01/30/2015,01/30/2015,"$15,001 - $50,000",New,
Foxx,20002527,JT,archer,NaN,P,01/29/2015,01/29/2015,"$15,001 - $50,000",New,
Foxx,20002527,JT,Cigna Corporation ,CI,P,01/29/2015,01/29/2015,"$15,001 - $50,000",New,
Foxx,20002527,JT,Headwaters Incorporated ,NaN,P,01/28/2015,01/28/2015,"$15,001 - $50,000",New,
Foxx,20002527,JT,"Pepsico, Inc. ",PEP,P,01/27/2015,01/27/2015,"$15,001 - $50,000",New,
Foxx,20002527,JT,"spectrum Brands Holdings, Inc. ",NaN,P,01/27/2015,01/27/2015,"$15,001 - $50,000",New,"Hon. Virginia Foxx , 02/9/2015"
Foxx,20002527,JT,"Forum Energy Technologies, Inc. ",NaN,P,01/21/2015,01/21/2015,"$1,001 - $15,000",New,
Hanna,20004073,SPdR,Select Sector Fund,NaN,S,10/1/2015,11/9/2015,"$50,001 - $100,000",New,"Hon. Richard L. Hanna , 11/9/2015"
Hanna,20003563,SPdR,S&P 500 ,NaN,P,07/31/2015,08/10/2015,"$15,001 - $50,000",New,
Hanna,20003563,SPdR,S&P 500 ,NaN,P,07/2/2015,08/10/2015,"$100,001 - $250,000",New,
Hanna,20003563,JT,"Home depot, Inc. ",NaN,P,07/16/2015,08/10/2015,"$1,001 - $15,000",New,
Hanna,20003563,JT,"Scripps Networks Interactive, Inc",NaN,S,07/16/2015,08/10/2015,"$1,001 - $15,000",New,
Hanna,20003563,JT,UnitedHealth group Incorporated,NaN,P,07/16/2015,08/10/2015,"$1,001 - $15,000",New,"Hon. Richard L. Hanna , 08/13/2015"
Hanna,20002697,JT,Johnson & Johnson ,JNJ,P,02/2/2015,03/9/2015,"$1,001 - $15,000",New,
Hanna,20002697,JT,Microsoft Corporation ,NaN,P,02/2/2015,03/9/2015,"$1,001 - $15,000",New,"Hon. Richard L. Hanna , 03/11/2015"
Hanna,20002548,JT,Covidien plc. ordinary Shares ,NaN,S,01/27/2015,02/6/2015,"$1,001 - $15,000",New,MEDTRoNIC INC aND CoVIDIEN MERgED. THIS TRaNSaCTIoN IS FoR THE EXCHaNgE oF SToCK
Hanna,20002548,JT,Medtronic plc. ordinary Shares ,MDT,E,01/27/2015,02/6/2015,"$1,001 - $15,000",New,MEDTRoNIC INC aND CoVIDIEN MERgED. THIS TRaNSaCTIoN IS FoR THE EXCHaNgE oF SToCK
Hanna,20002548,JT,Medtronic plc. ordinary Shares ,MDT,E,01/27/2015,02/6/2015,"$1,001 - $15,000",New,"Hon. Richard L. Hanna , 02/13/2015"
Hinojosa,20002867,SP,Walt Disney Company ,DIS,S,12/31/2013,12/31/2013,"$1,001 - $15,000",New,"Hon. Rubén Hinojosa , 04/15/2015"
Hinojosa,20004170,SP,alphabet Inc.,NaN,S,11/27/2015,11/27/2015,"$1,001 - $15,000",New,
Hinojosa,20004170,SP,alphabet Inc.,NaN,S,11/27/2015,11/27/2015,"$1,001 - $15,000",New,
Hinojosa,20004170,DC,alphabet Inc.,NaN,S,11/27/2015,11/27/2015,"$1,001 - $15,000",New,
Hinojosa,20004170,DC,alphabet Inc.,NaN,S,11/27/2015,11/27/2015,"$1,001 - $15,000",New,"Hon. Rubén Hinojosa , 11/30/2015"
Hinojosa,20002867,SP,Siemens ag american Depositary,NaN,S,09/20/2013,09/20/2013,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,google Inc.,NaN,P,08/25/2015,08/25/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,google Inc.,NaN,P,08/25/2015,08/25/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,google Inc.,NaN,P,08/25/2015,08/25/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,google Inc.,NaN,P,08/25/2015,08/25/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,"Netflix, Inc. ",NFLX,P,08/25/2015,08/25/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,"Netflix, Inc. ",NFLX,P,08/25/2015,08/25/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,"Netflix, Inc. ",NFLX,P,08/25/2015,08/25/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,"Netflix, Inc. ",NFLX,P,08/25/2015,08/25/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,american Express Company ,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,"baidu, Inc.",NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,biogen Inc. ,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,Cummins Inc. ,CMI,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,Cummins Inc. ,CMI,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,Cummins Inc. ,CMI,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,Deluxe Corporation ,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",NewiD owner asset transaction Date notification amount,
Hinojosa,20003694,SP,Deutsche X,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,First Trust IPOX,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,First Trust IPOX,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,iShares Core S&P Small,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,iShares Core S&P Small,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,iShares MSCI USa Minimum Volatility,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,iShares MSCI USa Minimum Volatility,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,DC,"Natural gas Services group, Inc. ",NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,PowerShares S&P 500 High Quality,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,PowerShares S&P 500 High Quality,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,ProShares UltraShort Yen New ,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,ProShares UltraShort Yen New ,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,REX american Resources Corporation,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,REX american Resources Corporation,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,SPDR Russell Small Cap Completeness,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,SPDR S&P 600 Small Cap ETF ,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,Stryker Corporation ,SYK,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,Vanguard Extended Market ETF,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,Vanguard growth ETF,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,Vanguard S&P 500 ETF ,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,
Hinojosa,20003694,SP,Vanguard S&P 500 ETF ,NaN,S,08/21/2015,08/21/2015,"$1,001 - $15,000",New,"Hon. Rubén Hinojosa , 08/31/2015"
Hinojosa,20003471,DC,a.O. Smith Corporation ,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,DC,"amazon.com, Inc. ",NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,DC,"amazon.com, Inc. ",NaN,S,07/27/2015,07/27/2015,"$15,001 - $50,000",New,
Hinojosa,20003471,SP,"amTrust Financial Services, Inc. ",NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,SP,"amTrust Financial Services, Inc. ",NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,SP,Db 3x german bund Futures Exchange,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,DC,google Inc.,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",NewiD owner asset transaction Date notification amount,
Hinojosa,20003471,DC,google Inc.,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,SP,iShares U.S. Pharmaceutical ETF ,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,SP,Sunoco LP Common Units representing,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,SP,TrimTabs Float Shrink ETF ,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,DC,Walt Disney Company ,DIS,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,DC,Walt Disney Company ,DIS,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003471,SP,Walt Disney Company ,DIS,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,"Hon. Rubén Hinojosa , 07/27/2015"
Hinojosa,20003470,DC,Sunoco LP Common Units representing,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003470,DC,Sunoco LP Common Units representing,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003470,SP,Sunoco LP Common Units representing,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
Hinojosa,20003470,SP,Sunoco LP Common Units representing,NaN,S,07/27/2015,07/27/2015,"$1,001 - $15,000",New,"Hon. Rubén Hinojosa , 07/27/2015"
Hinojosa,20003290,SP,Stryker Corporation ,SYK,P,06/24/2015,06/24/2015,"$1,001 - $15,000",New,"Hon. Rubén Hinojosa , 06/24/2015"
Hinojosa,20003290,SP,ProShares ultraShort Yen New ,NaN,P,06/23/2015,06/23/2015,"$1,001 - $15,000",New,
Hinojosa,20002867,SP,"Dorman Products, Inc. ",NaN,S,03/7/2013,03/7/2013,"$1,001 - $15,000",New,
Hinojosa,20002524,SP,"amTrust Financial Services, Inc. ",NaN,P,01/5/2015,01/5/2015,"$1,001 - $15,000",New,
Hinojosa,20002524,SP,"amTrust Financial Services, Inc. ",NaN,P,01/5/2015,01/5/2015,"$1,001 - $15,000",New,
Hinojosa,20002524,SP,REX american Resources Corporation,NaN,P,01/5/2015,01/5/2015,"$1,001 - $15,000",New,
Hinojosa,20002524,SP,REX american Resources Corporation,NaN,P,01/5/2015,01/5/2015,"$1,001 - $15,000",New,"Hon. Rubén Hinojosa , 02/6/2015"
Hinojosa,20002524,DC,3M Company ,MMM,S,01/28/2015,01/28/2015,"$1,001 - $15,000",New,
Lofgren,20003622,JT,Chevron Corporation ,CVX,S,07/30/2015,08/6/2015,"$15,001 - $50,000",New,"Hon. Zoe Lofgren , 08/19/2015"
Lowenthal,20004219,SP,"Chipotle Mexican grill, Inc. ",NaN,P,12/8/2015,12/10/2015,"$1,001 - $15,000",New,"Hon. Alan S. Lowenthal , 12/10/2015"
Lowenthal,20002395,SP,"Starwood Hotels & Resorts Worldwide,",NaN,P,12/24/2014,12/31/2014,"$15,001 - $50,000",New,
Lowenthal,20002395,SP,Mastercard Incorporated ,MA,P,12/19/2014,12/24/2014,"$15,001 - $50,000",New,
Lowenthal,20002395,SP,Teva Pharmaceutical Industries Limited,NaN,P,12/19/2014,12/24/2014,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 01/14/2015"
Lowenthal,20004303,SP,Teekay Corporation ,NaN,S,12/17/2015,12/22/2015,"$1,001 - $15,000",New,"Hon. Alan S. Lowenthal , 12/23/2015"
Lowenthal,20004202,SP,"Pfizer, Inc. ",PFE,S,12/1/2015,12/5/2015,"$15,001 - $50,000",New,
Lowenthal,20004120,SP,"Activision Blizzard, Inc ",NaN,S,11/6/2015,11/16/2015,"$15,001 - $50,000",New,
Lowenthal,20004120,SP,"HCA Holdings, Inc. ",HCA,S,11/6/2015,11/16/2015,"$15,001 - $50,000",New,
Lowenthal,20004120,SP,"Baidu, Inc.",NaN,P,11/5/2015,11/16/2015,"$1,001 - $15,000",New,
Lowenthal,20004120,SP,union Pacific Corporation ,NaN,P,11/4/2015,11/16/2015,"$1,001 - $15,000",New,"Hon. Alan S. Lowenthal , 11/19/2015"
Lowenthal,20004202,SP,Teekay Corp SR,NaN,S,11/30/2015,12/5/2015,"$15,001 - $50,000",New,Interest Purchased
Lowenthal,20004202,SP,"PPg Industries, Inc. ",NaN,P,11/25/2015,12/2/2015,"$1,001 - $15,000",New,
Lowenthal,20004202,SP,Verizon Communications Inc. ,VZ,P,11/20/2015,11/30/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 12/5/2015"
Lowenthal,20004120,SP,Synchrony Financial ,SYF,P,11/17/2015,11/19/2015,"$1,001 - $15,000",New,
Lowenthal,20004120,SP,union Pacific Corporation ,NaN,P,11/17/2015,11/19/2015,"$1,001 - $15,000",New,
Lowenthal,20004120,SP,"Baidu, Inc.",NaN,P,11/12/2015,11/19/2015,"$1,001 - $15,000",New,
Lowenthal,20004120,SP,Level 3 FINg INC,NaN,P,11/12/2015,11/19/2015,"$15,001 - $50,000",New,
Lowenthal,20004120,SP,Synchrony Financial ,SYF,P,11/12/2015,11/19/2015,"$1,001 - $15,000",New,
Lowenthal,20004016,SP,Allergan plc Ordinary Shares ,NaN,P,10/9/2015,10/20/2015,"$1,001 - $15,000",New,
Lowenthal,20004035,SP,"PayPal Holdings, Inc. ",PYPL,P,10/8/2015,10/20/2015,"$1,001 - $15,000",New,"Hon. Alan S. Lowenthal , 11/2/2015"
Lowenthal,20004016,SP,eBay Inc. ,EBAY,S,10/8/2015,10/20/2015,"$15,001 - $50,000",New,
Lowenthal,20003912,SP,Zoetis Inc. Class A ,ZTS,P,10/7/2015,10/8/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 10/8/2015"
Lowenthal,20003912,SP,FedEx Corporation ,FDX,P,10/5/2015,10/8/2015,"$15,001 - $50,000",New,
Lowenthal,20004120,SP,Procter & gamble Company ,NaN,P,10/30/2015,11/5/2015,"$15,001 - $50,000",New,
Lowenthal,20004120,SP,Service Corporation International ,NaN,P,10/30/2015,11/5/2015,"$15,001 - $50,000",New,
Lowenthal,20004016,SP,Johnson & Johnson ,JNJ,S,10/13/2015,10/20/2015,"$15,001 - $50,000",New,
Lowenthal,20004016,SP,"Pfizer, Inc. ",PFE,P,10/13/2015,10/20/2015,"$15,001 - $50,000",New,
Lowenthal,20004016,SP,Sherwin,NaN,P,10/13/2015,10/20/2015,"$1,001 - $15,000",New,"Hon. Alan S. Lowenthal , 10/31/2015"
Lowenthal,20003912,SP,Time Warner Inc. New ,NaN,S,09/28/2015,10/2/2015,"$15,001 - $50,000",New,
Lowenthal,20003912,SP,"Activision Blizzard, Inc ",NaN,S,09/24/2015,09/30/2015,"$1,001 - $15,000",New,
Lowenthal,20003912,SP,Lincoln National Corporation ,NaN,S,09/24/2015,09/30/2015,"$15,001 - $50,000",New,
Lowenthal,20003803,SP,Teva Pharmaceutical Industries Limited,NaN,S,09/11/2015,09/17/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 09/18/2015"
Lowenthal,20003803,SP,"PayPal Holdings, Inc. ",PYPL,P,09/1/2015,09/7/2015,"$1,001 - $15,000",New,
Lowenthal,20003623,SP,eBay Inc. ,EBAY,P,08/5/2015,08/12/2015,"$1,001 - $15,000",New,
Lowenthal,20003691,SP,"HCA Holdings, Inc. ",HCA,P,08/26/2015,08/29/2015,"$1,001 - $15,000",New,
Lowenthal,20003691,SP,"HCA Holdings, Inc. ",HCA,P,08/26/2015,08/29/2015,"$15,001 - $50,000",New,
Lowenthal,20003691,SP,unitedHealth group Incorporated,NaN,P,08/25/2015,08/29/2015,"$1,001 - $15,000",New,"Hon. Alan S. Lowenthal , 08/29/2015"
Lowenthal,20003691,SP,"Starwood Hotels & Resorts Worldwide,",NaN,S,08/13/2015,08/20/2015,"$15,001 - $50,000",New,
Lowenthal,20003623,SP,The Priceline group Inc. ,NaN,S,08/12/2015,08/17/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 08/18/2015"
Lowenthal,20003469,SP,Costco Wholesale Corporation ,COST,P,07/7/2015,07/10/2015,"$1,001 - $15,000",New,
Lowenthal,20003535,SP,Adobe Systems Incorporated ,ADBE,P,07/29/2015,08/4/2015,"$1,001 - $15,000",New,
Lowenthal,20003623,SP,"Starwood Hotels & Resorts Worldwide,",NaN,S,07/28/2015,08/3/2015,"$1,001 - $15,000",New,
Lowenthal,20003535,SP,Teva Pharmaceutical Industries Limited,NaN,S,07/27/2015,07/31/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 08/5/2015"
Lowenthal,20003469,SP,Biogen Inc. ,BIIB,S,07/23/2015,07/25/2015,"$1,001 - $15,000",New,
Lowenthal,20003469,SP,Oracle Corporation ,ORCL,S,07/23/2015,07/25/2015,"$15,001 - $50,000",New,
Lowenthal,20003469,SP,BorgWarner Inc. ,BWA,S,07/20/2015,07/25/2015,"$15,001 - $50,000",New,
Lowenthal,20003469,SP,unitedHealth group Incorporated,NaN,P,07/16/2015,07/22/2015,"$1,001 - $15,000",New,
Lowenthal,20003469,SP,Willis group Holdings Public Limited,NaN,S,07/14/2015,07/17/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 07/25/2015"
Lowenthal,20003252,SP,eBay Inc. ,EBAY,P,06/4/2015,06/11/2015,"$15,001 - $50,000",New,
Lowenthal,20003252,SP,International Business Machines,NaN,S,06/4/2015,06/11/2015,"$15,001 - $50,000",New,
Lowenthal,20003252,SP,Lincoln National Corporation ,NaN,P,06/11/2015,06/13/2015,"$15,001 - $50,000",New,
Lowenthal,20003252,SP,Teekay Corporation ,NaN,S,06/10/2015,06/13/2015,"$1,001 - $15,000",New,
Lowenthal,20003252,SP,Teekay Offshore Partners L.P. Common,NaN,S,06/10/2015,06/13/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 06/13/2015"
Lowenthal,20003252,SP,Adobe Systems Incorporated ,NaN,P,06/1/2015,06/5/2015,"$15,001 - $50,000",New,
Lowenthal,20003252,SP,"Old dominion Freight Line, Inc. ",NaN,S,06/1/2015,06/5/2015,"$1,001 - $15,000",New,
Lowenthal,20003171,SP,Kimberly,NaN,P,05/22/2015,05/23/2015,"$15,001 - $50,000",New,
Lowenthal,20003171,SP,"STARWOOD PROPERTY TRuST, INC.",NaN,S,05/22/2015,05/23/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 05/23/2015"
Lowenthal,20002986,SP,"Cooper Companies, Inc. ",COO,S,04/20/2015,05/2/2015,"$15,001 - $50,000",New,
Lowenthal,20002986,SP,Costco Wholesale Corporation ,COST,P,04/20/2015,05/2/2015,"$15,001 - $50,000",New,
Lowenthal,20002986,SP,Actavis plc Ordinary Shares ,NaN,P,04/15/2015,05/2/2015,"$1,001 - $15,000",New,
Lowenthal,20002986,SP,Biogen Inc. ,BIIB,P,04/15/2015,05/2/2015,"$15,001 - $50,000",New,
Lowenthal,20002986,SP,"Facebook, Inc.",NaN,P,04/15/2015,05/2/2015,"$1,001 - $15,000",New,"Hon. Alan S. Lowenthal , 05/2/2015"
Lowenthal,20002861,SP,"Old dominion Freight Line, Inc. ",NaN,P,03/30/2015,04/3/2015,"$1,001 - $15,000",New,
Lowenthal,20002861,SP,unitedHealth group Incorporated,NaN,P,03/30/2015,04/3/2015,"$15,001 - $50,000",New,
Lowenthal,20002861,SP,Willis group Holdings Public Limited,NaN,P,03/27/2015,04/2/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 04/12/2015"
Lowenthal,20002861,SP,IHS Inc. IHS Inc. Class A ,NaN,S,03/24/2015,03/30/2015,"$15,001 - $50,000",New,
Lowenthal,20002861,SP,"Starwood Hotels & Resorts Worldwide,",NaN,P,03/24/2015,03/30/2015,"$1,001 - $15,000",New,
Lowenthal,20002861,SP,The Priceline group Inc. ,NaN,P,03/23/2015,03/27/2015,"$1,001 - $15,000",New,
Lowenthal,20002752,SP,general Electric Company ,NaN,P,03/19/2015,03/22/2015,"$15,001 - $50,000",New,
Lowenthal,20002752,SP,Time Warner Inc. New ,NaN,P,03/13/2015,03/19/2015,"$15,001 - $50,000",New,
Lowenthal,20002861,SP,"NextEra Energy, Inc. ",NEE,S,03/12/2015,03/18/2015,"$15,001 - $50,000",New,
Lowenthal,20002752,SP,American Tower Corporation ,AMT,S,03/12/2015,03/18/2015,"$15,001 - $50,000",New,
Lowenthal,20002742,SP,ITC Holdings Corp. ,NaN,S,03/10/2015,03/14/2015,"$1,001 - $15,000",New,
Lowenthal,20002742,SP,"Targa Resources, Inc. ",NaN,S,03/10/2015,03/14/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 03/16/2015"
Lowenthal,20002636,SP,International Business Machines,NaN,P,02/24/2015,03/1/2015,"$15,001 - $50,000",New,
Lowenthal,20002636,SP,The Priceline group Inc. ,NaN,P,02/19/2015,02/26/2015,"$15,001 - $50,000",New,
Lowenthal,20002636,SP,Actavis plc Ordinary Shares ,NaN,P,02/18/2015,02/25/2015,"$1,001 - $15,000",New,
Lowenthal,20002593,SP,CVS Health Corporation ,CVS,P,02/10/2015,02/14/2015,"$15,001 - $50,000",New,"Hon. Alan S. Lowenthal , 02/22/2015"
Lowenthal,20002447,SP,JP Morgan Chase & Co. ,JPM,P,01/6/2015,01/12/2015,"$15,001 - $50,000",New,
Lowenthal,20002538,SP,ITC Holdings Corp. ,NaN,S,01/29/2015,02/5/2015,"$1,001 - $15,000",New,"Hon. Alan S. Lowenthal , 02/10/2015"
Lowenthal,20002447,SP,Oracle Corporation ,ORCL,P,01/22/2015,01/25/2015,"$15,001 - $50,000",New,
Lowenthal,20002447,SP,Seadrill Partners LLC Common units,NaN,S,01/22/2015,01/25/2015,"$1,001 - $15,000",New,"Hon. Alan S. Lowenthal , 01/25/2015"
Lowenthal,20002447,SP,SanDisk Corporation ,NaN,S,01/13/2015,01/20/2015,"$15,001 - $50,000",New,
Lowey,20002754,SP,Parkstone Capital Partners III LP,NaN,P,03/2/2015,03/2/2015,"$15,001 - $50,000",New,"Hon. Nita M. Lowey , 03/23/2015"
MacArthur,20004178,JT,CLEAR CHANNEL CoMM INC 09.000%,NaN,S,11/9/2015,12/1/2015,"$1,001 - $15,000",New,Corp bond
MacArthur,20004178,JT,CoNSTELLATIoN BRANDS INC,NaN,P,11/9/2015,12/1/2015,"$1,001 - $15,000",New,Corp bond
MacArthur,20004178,JT,LENNAR CoRP CALL@MW+50BP,NaN,P,11/9/2015,12/1/2015,"$1,001 - $15,000",New,Corp bond
MacArthur,20004178,JT,McDonald's Corporation ,MCD,P,11/9/2015,12/1/2015,"$100,001 - $250,000",New,
MacArthur,20004178,DC,McDonald's Corporation ,MCD,P,11/9/2015,12/1/2015,"$1,001 - $15,000",New,
