Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
DelBene,20006996,SP,Microsoft,MSFT,S,03/1/2017,03/1/2017,"$50,001 - $100,000",New,
Dingell,20008511,SP,Walgreens Boots Alliance,WBA,S,11/28/2017,12/4/2017,"$15,001 - $50,000",New,
Dingell,20008274,SP,general Electric Company ,NaN,S,10/18/2017,10/23/2017,"$15,001 - $50,000",New,Subholding of: Morgan Stanley Smith Barney Brokerage account
Dingell,20008274,SP,Newell Brands Inc. ,NaN,P,10/18/2017,10/23/2017,"$15,001 - $50,000",New,
Dingell,20007996,SP,DowDuPont Inc. ,NaN,S,09/19/2017,09/25/2017,"$1,001 - $15,000",New,
Dingell,20007942,SP,DowDuPont Inc. ,NaN,E,09/1/2017,09/5/2017,"$1,001 - $15,000",New,Shares received in exchange for E. I. du Pont de Nemours and Company (DD) shares as a result of merger.
Dingell,20007942,JT,DowDuPont Inc. ,NaN,E,09/1/2017,09/5/2017,"$15,001 - $50,000",New,Shares received in exchange for Dow Chemical Company (DOW) shares as a result of merger.
Dingell,20007942,SP,Medtronic,MDT,P,08/28/2017,09/5/2017,"$1,001 - $15,000",New,
Dingell,20007784,SP,QUALCOMM Incorporated ,QCOM,P,08/14/2017,08/21/2017,"$1,001 - $15,000",New,
Dingell,20007647,SP,aircastle Limited ,NaN,P,07/10/2017,07/17/2017,"$1,001 - $15,000",New,Subholding of: Morgan Stanley Smith Barney Brokerage account
Dingell,20007647,SP,"Facebook, Inc.",NaN,P,07/10/2017,07/17/2017,"$15,001 - $50,000",New,
Dingell,20007474,SP,Johnson & Johnson,JNJ,S,06/7/2017,06/13/2017,"$15,001 - $50,000",New,Subholding of: Morgan Stanley Smith Barney Brokerage account
Dingell,20007474,SP,Microsoft,MSFT,S,06/7/2017,06/13/2017,"$15,001 - $50,000",New,Subholding of: Morgan Stanley Smith Barney Brokerage account
Dingell,20007474,SP,Nestle Sa Sponsored aDR representing,NaN,S,06/7/2017,06/13/2017,"$15,001 - $50,000",New,
Dingell,20007308,SP,aircastle Limited ,NaN,P,05/17/2017,05/22/2017,"$1,001 - $15,000",New,Subholding of: Morgan Stanley Smith Barney Brokerage account
Dingell,20007308,SP,Hess Corporation,HES,S,05/17/2017,05/22/2017,"$1,001 - $15,000",New,
Dingell,20007052,SP,Walgreens Boots Alliance,WBA,P,04/5/2017,04/10/2017,"$1,001 - $15,000",New,
Dingell,20007189,JT,DE WITT MICH PUB SCHS,NaN,P,04/27/2017,05/1/2017,"$15,001 - $50,000",New,
Dingell,20007001,SP,Johnson & Johnson,JNJ,P,03/28/2017,04/4/2017,"$1,001 - $15,000",New,
Dingell,20006957,SP,QUALCOMM Incorporated ,QCOM,P,03/16/2017,03/20/2017,"$1,001 - $15,000",New,Subholding of: Morgan Stanley Smith Barney LLC IRA
Dingell,20006698,SP,Macy's Inc ,NaN,S,02/1/2017,02/6/2017,"$1,001 - $15,000",New,
Dingell,20006517,SP,"Facebook, Inc.",NaN,P,01/6/2017,01/9/2017,"$1,001 - $15,000",New,
Duckworth,20006639,JT,Potash Corporation of Saskatchewan,NaN,S,12/9/2016,12/9/2016,"$1,001 - $15,000",New,
Duckworth,20006639,JT,Corning Inc.,GLW,S,12/8/2016,12/8/2016,"$1,001 - $15,000",New,Subholding of: Brokerage #3-USAA 1187
Dunn,20007420,SP,Southern Company,SO,P,05/30/2017,06/6/2017,"$15,001 - $50,000",New,
Foxx,20006456,JT,schwab u.s. large,NaN,P,12/9/2016,12/9/2016,"$15,001 - $50,000",New,
Foxx,20006456,JT,"suburban Propane Partners, l.P. ",NaN,s,12/9/2016,12/9/2016,"$1,001 - $15,000",New,
Foxx,20006456,JT,stoneMor Partners l.P. Common unit,NaN,s,12/5/2016,12/5/2016,"$15,001 - $50,000",New,
Foxx,20006456,JT,"alliance Resource Partners, l.P.",NaN,P,12/21/2016,12/21/2016,"$1,001 - $15,000",New,
Foxx,20006456,JT,Marlin Business services Corp. ,NaN,P,12/19/2016,12/19/2016,"$15,001 - $50,000",New,
Foxx,20006456,JT,BP p.l.c. ,NaN,P,12/16/2016,12/16/2016,"$1,001 - $15,000",New,
Foxx,20006456,JT,IDT Corporation Class B ,NaN,P,12/15/2016,12/15/2016,"$1,001 - $15,000",New,
Foxx,20006456,JT,Nucor,NUE,P,12/15/2016,12/15/2016,"$15,001 - $50,000",New,
Foxx,20006456,JT,Hanesbrands Inc. ,NaN,s,12/13/2016,12/13/2016,"$1,001 - $15,000",New,
Foxx,20006456,JT,IDT Corporation Class B ,NaN,P,12/13/2016,12/13/2016,"$15,001 - $50,000",New,
Foxx,20008487,JT,Enterprise Products Partners l.P. ,NaN,P,11/8/2017,11/15/2017,"$1,001 - $15,000",New,
Foxx,20008487,JT,Buckeye Partners l.P. ,NaN,P,11/21/2017,11/21/2017,"$1,001 - $15,000",New,
Foxx,20008487,JT,Merck & Co.,MRK,s,11/21/2017,11/21/2017,"$15,001 - $50,000",New,
Foxx,20008487,JT,CVR Energy Inc. ,NaN,P,11/20/2017,11/20/2017,"$1,001 - $15,000",New,
Foxx,20008487,JT,Marlin Business services Corp. ,NaN,s,11/16/2017,11/16/2017,"$15,001 - $50,000",New,
Foxx,20008487,JT,IDT Corporation Class B ,NaN,s,11/15/2017,11/15/2017,"$15,001 - $50,000",New,
Foxx,20008487,JT,Nucor,NUE,s,11/15/2017,11/15/2017,"$15,001 - $50,000",New,
Foxx,20008487,JT,"Preferred apartment Communities, Inc.",NaN,P,11/15/2017,11/15/2017,"$15,001 - $50,000",New,
Foxx,20008487,JT,Pattern Energy group Inc.,NaN,P,11/1/2017,11/15/2017,"$1,001 - $15,000",New,
Foxx,20008487,JT,Pembina Pipeline Corp. ordinary shares,NaN,E,11/1/2017,11/15/2017,"$15,001 - $50,000",New,Exchange of Veresen Inc. stock for Pembina Pipeline stock due to merger.
Foxx,20008350,JT,"NRg Yield, Inc. Class a ",NaN,P,10/9/2017,10/9/2017,"$1,001 - $15,000",New,
Foxx,20008350,JT,glaxosmithKline PlC ,NaN,P,10/25/2017,10/25/2017,"$1,001 - $15,000",New,
Foxx,20008350,JT,glaxosmithKline PlC ,NaN,P,10/24/2017,10/24/2017,"$1,001 - $15,000",New,
Foxx,20008350,JT,Pembina Pipeline Corp. Ordinary shares,NaN,P,10/20/2017,10/20/2017,"$1,001 - $15,000",New,
Foxx,20008350,JT,"NRg Yield, Inc. Class a ",NaN,P,10/19/2017,10/19/2017,"$15,001 - $50,000",New,
Foxx,20008350,JT,"NRg Yield, Inc. Class a ",NaN,P,10/17/2017,10/17/2017,"$1,001 - $15,000",New,
Foxx,20008350,JT,Buckeye Partners l.P. ,NaN,P,10/16/2017,10/16/2017,"$15,001 - $50,000",New,
Foxx,20008350,JT,Enterprise Products Partners l.P. ,NaN,P,10/13/2017,10/13/2017,"$15,001 - $50,000",New,
Foxx,20008350,JT,aT&T Inc. ,T,P,10/12/2017,10/12/2017,"$15,001 - $50,000",New,
Foxx,20008350,JT,Merck & Co.,MRK,P,10/11/2017,10/11/2017,"$1,001 - $15,000",New,
Foxx,20008135,JT,BP p.l.c. ,NaN,P,09/22/2017,09/22/2017,"$1,001 - $15,000",New,
Foxx,20008135,JT,Pattern Energy group Inc.,NaN,P,09/22/2017,09/22/2017,"$1,001 - $15,000",New,
Foxx,20008135,JT,"altria group, Inc. ",MO,s,09/20/2017,09/20/2017,"$15,001 - $50,000",New,
Foxx,20008135,JT,Pembina Pipeline Corp. Ordinary shares,NaN,P,09/20/2017,09/20/2017,"$15,001 - $50,000",New,
Foxx,20007923,JT,ashford Hospitality Trust Inc ,NaN,P,08/9/2017,08/9/2017,"$1,001 - $15,000",New,
Foxx,20007923,JT,Pattern Energy group Inc.,NaN,P,08/8/2017,08/8/2017,"$15,001 - $50,000",New,
Foxx,20007923,JT,glaxosmithKline PlC ,NaN,P,08/4/2017,08/4/2017,"$15,001 - $50,000",New,
Foxx,20007923,JT,Western Digital,WDC,P,08/4/2017,08/4/2017,"$1,001 - $15,000",New,
Foxx,20007923,JT,aT&T Inc. ,T,P,08/31/2017,08/31/2017,"$1,001 - $15,000",New,
Foxx,20007923,JT,International Flavors & Fragrances,IFF,P,08/10/2017,08/10/2017,"$15,001 - $50,000",New,
Foxx,20007923,JT,"Energy Transfer Partners, l.P. Common",NaN,s,08/1/2017,08/1/2017,"$15,001 - $50,000",New,
Foxx,20007923,JT,"Pfizer, Inc. ",PFE,P,08/1/2017,08/1/2017,"$15,001 - $50,000",New,
Foxx,20007734,JT,Enterprise Products Partners l.P. ,NaN,P,07/24/2017,07/24/2017,"$1,001 - $15,000",New,
Foxx,20007734,JT,Frontier Communications Corporation,NaN,s,07/18/2017,07/18/2017,"$1,001 - $15,000",New,
Foxx,20007569,JT,BP p.l.c. ,NaN,P,06/23/2017,06/23/2017,"$1,001 - $15,000",New,
Foxx,20007569,JT,CVR Energy Inc. ,NaN,P,06/14/2017,06/14/2017,"$15,001 - $50,000",New,
Foxx,20007220,JT,International Flavors & Fragrances,IFF,P,04/12/2017,04/12/2017,"$15,001 - $50,000",New,
Foxx,20007000,JT,"alliance Resource Partners, l.P.",NaN,s,03/9/2017,03/9/2017,"$15,001 - $50,000",New,
Foxx,20007000,DC,RaIT Financial Trust New Common,NaN,P,03/6/2017,03/6/2017,"$1,001 - $15,000",New,
Foxx,20007000,JT,"altria group, Inc. ",MO,P,03/31/2017,03/31/2017,"$1,001 - $15,000",New,
Foxx,20007000,JT,BP p.l.c. ,NaN,P,03/31/2017,03/31/2017,"$1,001 - $15,000",New,
Foxx,20007000,JT,"altria group, Inc. ",MO,P,03/30/2017,03/30/2017,"$15,001 - $50,000",New,
Foxx,20007000,JT,Erie Indemnity,ERIE,s,03/28/2017,03/28/2017,"$50,001 - $100,000",New,
Foxx,20007000,JT,alPs sector Dividend Dogs ETF,NaN,P,03/21/2017,03/21/2017,"$15,001 - $50,000",New,
Foxx,20007000,JT,The Hershey Company ,NaN,P,03/21/2017,03/21/2017,"$1,001 - $15,000",New,
Foxx,20007000,JT,Western Digital,WDC,P,03/21/2017,03/21/2017,"$1,001 - $15,000",New,
Foxx,20007000,DC,The Hershey Company ,NaN,P,03/20/2017,03/20/2017,"$15,001 - $50,000",New,
Foxx,20007000,JT,Western Digital,WDC,P,03/20/2017,03/20/2017,"$15,001 - $50,000",New,
Foxx,20007000,JT,universal Corporation ,NaN,P,03/2/2017,03/2/2017,"$15,001 - $50,000",New,
Foxx,20007000,JT,Vector group ltd. ,NaN,s,03/2/2017,03/2/2017,"$1,001 - $15,000",New,
Foxx,20007000,JT,Merck & Co.,MRK,P,03/17/2017,03/17/2017,"$15,001 - $50,000",New,
Foxx,20007000,JT,"B&g Foods, Inc. B&g Foods, Inc. ",NaN,s,03/16/2017,03/16/2017,"$15,001 - $50,000",New,
Foxx,20007000,JT,Pattern Energy group Inc.,NaN,P,03/1/2017,03/1/2017,"$15,001 - $50,000",New,
Foxx,20006862,JT,universal Corporation ,NaN,s,02/9/2017,02/9/2017,"$50,001 - $100,000",New,
Foxx,20006862,JT,"Veresen, Inc. Ordinary shares ",NaN,P,02/7/2017,02/7/2017,"$15,001 - $50,000",New,
Foxx,20006862,JT,Frontier Communications Corporation,NaN,P,02/28/2017,02/28/2017,"$1,001 - $15,000",New,
Foxx,20006862,JT,Pattern Energy group Inc.,NaN,P,02/28/2017,02/28/2017,"$1,001 - $15,000",New,
Foxx,20006862,JT,Enterprise Products Partners l.P. ,NaN,P,02/27/2017,02/27/2017,"$1,001 - $15,000",New,
Foxx,20006862,JT,"Veresen, Inc. Ordinary shares ",NaN,P,02/27/2017,02/27/2017,"$1,001 - $15,000",New,
Foxx,20006862,JT,Enterprise Products Partners l.P. ,NaN,P,02/23/2017,02/23/2017,"$1,001 - $15,000",New,
Foxx,20006862,JT,Enterprise Products Partners l.P. ,NaN,P,02/22/2017,02/22/2017,"$15,001 - $50,000",New,
Foxx,20006862,JT,"Energy Transfer Partners, l.P. ENERgY",NaN,P,02/16/2017,02/16/2017,"$15,001 - $50,000",New,
Foxx,20006862,JT,"Energy Transfer Partners, l.P. ENERgY",NaN,P,02/15/2017,02/15/2017,"$15,001 - $50,000",New,
Foxx,20006862,JT,"B&g Foods, Inc. B&g Foods, Inc. ",NaN,P,02/14/2017,02/14/2017,"$15,001 - $50,000",New,
Foxx,20006666,JT,Nucor,NUE,P,01/31/2017,01/31/2017,"$1,001 - $15,000",New,
Foxx,20006666,JT,Nucor,NUE,P,01/25/2017,01/25/2017,"$1,001 - $15,000",New,
Foxx,20006666,JT,Marlin Business services Corp. ,NaN,P,01/12/2017,01/12/2017,"$1,001 - $15,000",New,
Garamendi,20004633,JT,"solazyme, Inc. ",NaN,P,01/8/2016,01/11/2016,"$1,001 - $15,000",New,
Garamendi,20004633,JT,HealthFusion,NaN,s,01/5/2016,01/11/2016,"$250,001 - $500,000",New,sale of stock options. These were created in the process of the sale of the company. I was unaware that these
Garamendi,20004633,JT,HealthFusion,NaN,s,01/21/2016,01/22/2016,"$15,001 - $50,000",New,sale of stock
Gianforte,20008316,JT,Cognex Corporation ,NaN,S,10/27/2017,10/30/2017,"$15,001 - $50,000",New,Subholding of: Riverbridge Managed Account - Small Cap US Equities
Gianforte,20008316,JT,CoStar Group,CSGP,S,10/27/2017,10/30/2017,"$100,001 - $250,000",New,Subholding of: Riverbridge Managed Account - Small Cap US Equities
Gianforte,20008316,JT,Snap,NaN,P,10/27/2017,10/30/2017,"$15,001 - $50,000",New,Subholding of: Riverbridge Managed Account - Small Cap US Equities
Gianforte,20008316,JT,"WageWorks, Inc. ",NaN,P,10/16/2017,10/25/2017,"$50,001 - $100,000",New,
Gianforte,20008076,JT,"Rush Enterprises, Inc.",NaN,S,09/12/2017,09/18/2017,"$15,001 - $50,000",New,Subholding of: Newsouth Small Cap Equities
Gianforte,20008076,JT,"Rush Enterprises, Inc.",NaN,S,09/12/2017,09/18/2017,"$15,001 - $50,000",New,Subholding of: Newsouth Small Cap Equities
Gianforte,20008076,JT,"Rush Enterprises, Inc.",NaN,S,09/12/2017,09/18/2017,"$15,001 - $50,000",New,Subholding of: Newsouth Small Cap Equities
Gianforte,20008076,JT,"Rush Enterprises, Inc.",NaN,S,09/12/2017,09/18/2017,"$15,001 - $50,000",New,Subholding of: Newsouth Small Cap Equities
Gianforte,20008076,JT,"Rush Enterprises, Inc.",NaN,S,09/12/2017,09/18/2017,"$15,001 - $50,000",New,Subholding of: Newsouth Small Cap Equities
Gianforte,20008076,JT,"Rush Enterprises, Inc.",NaN,S,09/12/2017,09/18/2017,"$15,001 - $50,000",New,
Gianforte,20007866,JT,Montana Facilities Finance authority,NaN,P,08/10/2017,08/14/2017,"$100,001 - $250,000",New,"Subholding of: Zieglar Brokerage, Municipal Bond Portfolio"
Gianforte,20007866,JT,Montana Facilities Finance authority,NaN,P,08/10/2017,08/14/2017,"$250,001 - $500,000",New,
Himes,20006570,JT,Cisco,CSCO,S,11/29/2016,12/2/2016,"$50,001 - $100,000",JT),
Himes,20007922,JT,Intel,INTC,S,08/22/2017,08/22/2017,"$50,001 - $100,000",JT),
Hinojosa,20006629,SP,3M,MMM,P,12/27/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty SEP
Hinojosa,20006629,SP,boeing Company ,NaN,P,12/27/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty SEP
Hinojosa,20006629,SP,Chevron Corporation,CVX,P,12/27/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty SEP
Hinojosa,20006629,DC,Chevron Corporation,CVX,P,12/27/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Karen
Hinojosa,20006629,DC,JP Morgan Chase & Co. ,JPM,P,12/27/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Kaitlin
Hinojosa,20006629,SP,JP Morgan Chase & Co. ,JPM,P,12/27/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty
Hinojosa,20006629,DC,Ohio Legacy Corporation ,NaN,S,12/14/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Karen
Hinojosa,20006629,DC,Ohio Legacy Corporation ,NaN,S,12/14/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Kaitlin
Hinojosa,20006629,SP,Ohio Legacy Corporation ,NaN,S,12/14/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty SEP
Hinojosa,20006629,SP,alphabet Inc.,NaN,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty SEP
Hinojosa,20006629,SP,alphabet Inc.,NaN,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty
Hinojosa,20006629,DC,Deluxe Corporation ,NaN,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Kaitlin
Hinojosa,20006629,SP,Eli Lilly and Company ,LLY,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty
Hinojosa,20006629,SP,Eli Lilly and Company ,LLY,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty SEP
Hinojosa,20006629,SP,general Electric Company ,NaN,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty SEP
Hinojosa,20006629,SP,general Electric Company ,NaN,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty
Hinojosa,20006629,SP,"Pepsico, Inc. ",PEP,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty
Hinojosa,20006629,SP,Starbucks,SBUX,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty
Hinojosa,20006629,SP,Starbucks,SBUX,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty SEP
Hinojosa,20006629,SP,Walt Disney Company (The),DIS,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,Subholding of: Marty
Hinojosa,20006629,SP,Walt Disney Company (The),DIS,S,11/2/2016,01/29/2017,"$1,001 - $15,000",New,
LoBiondo,20008344,SP,Accenture,ACN,P,11/2/2017,11/6/2017,"$1,001 - $15,000",New,
LoBiondo,20008235,SP,J.M. Smucker Company (The),SJM,S,10/9/2017,10/17/2017,"$1,001 - $15,000",New,Subholding of: Wells Fargo-9761 (Spousal IRA)
LoBiondo,20008235,SP,Kellogg Company ,K,S,10/9/2017,10/17/2017,"$1,001 - $15,000",New,
LoBiondo,20008320,SP,JP Morgan Chase & Co. ,JPM,P,10/27/2017,11/2/2017,"$1,001 - $15,000",New,
LoBiondo,20006867,SP,u.S. Bancorp ,NaN,P,02/3/2017,03/6/2017,"$1,001 - $15,000",New,
LoBiondo,20006731,SP,u.S. Bancorp ,NaN,P,02/3/2017,02/9/2017,"$1,001 - $15,000",New,
Lofgren,20008345,SP,Pacific gas & Electric Co. ,NaN,S,10/31/2017,11/14/2017,"$1,001 - $15,000",New,
Lofgren,20008345,SP,CMS Energy,CMS,P,10/27/2017,11/14/2017,"$1,001 - $15,000",New,Subholding of: John Marshall Collins Rollover IRA
Lofgren,20008345,SP,NextEra Energy,NEE,P,10/27/2017,11/14/2017,"$1,001 - $15,000",New,Subholding of: John Marshall Collins Rollover IRA
Lofgren,20008345,JT,California State Public Works board,NaN,P,10/12/2017,10/20/2017,"$1,001 - $15,000",New,Subholding of: Collins/Lofgren Family Trust
Lofgren,20008232,SP,"Equifax, Inc. ",EFX,S,09/21/2017,10/16/2017,"$1,001 - $15,000",New,
Lofgren,20008012,JT,Lynwood unified School District gO,NaN,P,08/10/2017,08/17/2017,"$100,001 - $250,000",New,
Lowenthal,20008195,SP,WEX Inc. common stock ,NaN,Asset,Transaction,Date,Notification,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007121,SP,"Zayo group Holdings, Inc. ",NaN,Asset,Transaction,Date,Notification,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20006502,SP,general Dynamics Corporation ,NaN,P,12/19/2016,12/27/2016,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20006502,SP,IHS Inc. IHS Inc. Class A ,NaN,P,12/19/2016,12/27/2016,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008628,SP,Boston Scientific,BSX,P,12/14/2017,12/20/2017,"$15,001 - $50,000",New,
Lowenthal,20008431,SP,"Expedia, Inc. ",EXPE,S,11/9/2017,11/15/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008431,SP,Kansas City Southern ,NaN,S,11/9/2017,11/15/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008431,SP,Starbucks,SBUX,S,11/9/2017,11/15/2017,"$15,001 - $50,000",New,
Lowenthal,20008431,SP,Merck & Co.,MRK,S,11/8/2017,11/14/2017,"$15,001 - $50,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008346,SP,Celgene Corporation ,NaN,S,11/2/2017,11/6/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008431,SP,Martin Marietta Materials,MLM,P,11/15/2017,11/21/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008431,SP,Martin Marietta Materials,MLM,P,11/14/2017,11/21/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008431,SP,"Expedia, Inc. ",EXPE,S,11/10/2017,11/16/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008195,SP,Zoetis,ZTS,S,10/5/2017,10/10/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008195,SP,Siemens Ag American depositary Shares,NaN,P,10/4/2017,10/10/2017,"$15,001 - $50,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008195,SP,Zoetis,ZTS,S,10/4/2017,10/10/2017,"$1,001 - $15,000",New,
Lowenthal,20008346,SP,Charter Communications,CHTR,P,10/26/2017,11/1/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008346,SP,Starbucks,SBUX,S,10/25/2017,11/1/2017,"$1,001 - $15,000",New,
Lowenthal,20008259,SP,DowDuPont Inc. ,NaN,P,10/19/2017,10/22/2017,"$1,001 - $15,000",New,
Lowenthal,20008259,SP,DowDuPont Inc. ,NaN,P,10/18/2017,10/22/2017,"$15,001 - $50,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008259,SP,Comcast,CMCSA,S,10/13/2017,10/19/2017,"$15,001 - $50,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008195,SP,Charter Communications,CHTR,P,09/26/2017,09/30/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008195,SP,T-Mobile US,TMUS,S,09/26/2017,09/30/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008195,SP,Bristol,NaN,S,09/25/2017,09/29/2017,"$15,001 - $50,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008195,SP,SLM CORP,NaN,S,09/25/2017,09/29/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008195,SP,T-Mobile US,TMUS,S,09/25/2017,09/29/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007811,SP,"Activision Blizzard, Inc ",NaN,P,08/7/2017,08/12/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20008077,SP,Fidelity National Information Services,FIS,P,08/29/2017,09/6/2017,"$1,001 - $15,000",New,
Lowenthal,20007929,SP,AT&T,T,P,08/29/2017,09/2/2017,"$15,001 - $50,000",New,
Lowenthal,20007121,SP,Neuberger Berman,NaN,E,08/2/2016,08/9/2016,"$1,001 - $15,000",New,
Lowenthal,20007878,SP,Charter Communications,CHTR,S,08/15/2017,08/21/2017,"$1,001 - $15,000",New,
Lowenthal,20007592,SP,CIT group Inc,NaN,P,07/6/2017,07/9/2017,"$15,001 - $50,000",New,5.0% interest maturity date 8/1/23
Lowenthal,20007811,SP,Bristol,NaN,P,07/27/2017,08/3/2017,"$15,001 - $50,000",New,
Lowenthal,20007697,SP,"Activision Blizzard, Inc ",NaN,P,07/24/2017,07/27/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007697,SP,Air Products,APD,P,07/20/2017,07/27/2017,"$15,001 - $50,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007697,SP,Starbucks,SBUX,P,07/17/2017,07/21/2017,"$1,001 - $15,000",New,
Lowenthal,20007370,SP,IHS Markit Ltd.,NaN,E,07/15/2016,07/22/2016,"$15,001 - $50,000",New,Markit Ltd bought on 7/15/2016. Later that day it was exchanged for IHS Markit Ltd.
Lowenthal,20007697,SP,Iron Mountain,IRM,P,07/13/2017,07/19/2017,"$15,001 - $50,000",New,"6.0% interest, matures on 8/1/2023"
Lowenthal,20007592,SP,"Facebook, Inc.",NaN,S,06/30/2017,07/7/2017,"$1,001 - $15,000",New,
Lowenthal,20007547,SP,Adobe Inc.,ADBE,S,06/28/2017,06/29/2017,"$15,001 - $50,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007547,SP,Apple Inc.,AAPL,S,06/28/2017,06/29/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007547,SP,Microsoft,MSFT,S,06/28/2017,06/29/2017,"$1,001 - $15,000",New,
Lowenthal,20007547,SP,"Autodesk, Inc. ",ADSK,P,06/20/2017,06/27/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007547,SP,Costco,COST,S,06/16/2017,06/23/2017,"$15,001 - $50,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007121,SP,JP Morgan Chase,NaN,E,06/10/2016,06/17/2016,"$1,001 - $15,000",New,
Lowenthal,20007284,SP,"Autodesk, Inc. ",ADSK,P,05/4/2017,05/10/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007284,SP,Verizon,VZ,P,05/4/2017,05/10/2017,"$1,001 - $15,000",New,
Lowenthal,20007226,SP,"Autodesk, Inc. ",ADSK,P,05/3/2017,05/8/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007226,SP,"Autodesk, Inc. ",ADSK,S,05/3/2017,05/8/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007399,SP,IHS Markit Ltd.,NaN,S,05/25/2017,05/31/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007399,SP,Oracle Corporation,ORCL,P,05/25/2017,05/31/2017,"$1,001 - $15,000",New,
Lowenthal,20007399,SP,Charter Communications,CHTR,P,05/24/2017,05/30/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007399,SP,Oracle Corporation,ORCL,P,05/24/2017,05/30/2017,"$15,001 - $50,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007226,SP,Adobe Inc.,ADBE,S,05/2/2017,05/8/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,20007226,SP,Alphabet Inc. (Class A),GOOGL,S,05/2/2017,05/8/2017,"$1,001 - $15,000",New,Subholding of: Neuberger Berman - Traditional IRA
