first_name,last_name,full_name,prefix,source_doc_id,source_line
Debbie,Schultz,Debbie Schultz,Hon.,20030577,"{'Member': 'Wasserman Schultz', 'Prefix': 'Hon.', 'FirstName': 'Debbie', 'LastName': 'Wasserman Schultz', 'DocID': '20030577', 'Owner': 'JT', 'Asset': 'New Gold Inc', 'Ticker': 'NGD', 'Transaction Type': 'P', 'Transaction Date': '02/28/2024', 'Notification Date': '06/27/2025', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Bruce,Westerman,Bruce Westerman,Hon.,20030332,"{'Member': 'Westerman', 'Prefix': 'Hon.', 'FirstName': 'Bruce', 'LastName': 'Westerman', 'DocID': '20030332', 'Owner': 'JT', 'Asset': 'Abbott Laboratories Common Stock', 'Ticker': 'ABT', 'Transaction Type': 'S', 'Transaction Date': '04/21/2025', 'Notification Date': '04/28/2025', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Fisher IRA'}"
George,Whitesides,George Whitesides,Hon.,20027982,"{'Member': 'Whitesides', 'Prefix': 'Hon.', 'FirstName': 'George', 'LastName': 'Whitesides', 'DocID': '20027982', 'Owner': 'JT', 'Asset': 'Netflix, Inc. - Common Stock', 'Ticker': 'NFLX', 'Transaction Type': 'S', 'Transaction Date': '03/27/2025', 'Notification Date': '03/27/2025', 'Amount': '$100,001 -', 'Filing Status': 'New', 'Description': 'To avoid any possible conflicts of interest with my future Congressional work, I’m transitioning my single'}"
Roger,Williams,Roger Williams,Hon.,20027867,"{'Member': 'Williams', 'Prefix': 'Hon.', 'FirstName': 'Roger', 'LastName': 'Williams', 'DocID': '20027867', 'Owner': 'JT', 'Asset': 'Caney Creek Texas 2.125% GO Muni', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '02/19/2025', 'Notification Date': '02/28/2025', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Sale of bond'}"
Rudy,Yakym,Rudy Yakym,Hon.,20030311,"{'Member': 'Yakym', 'Prefix': 'Hon.', 'FirstName': 'Rudy C.', 'LastName': 'Yakym', 'DocID': '20030311', 'Owner': 'JT', 'Asset': 'Treasury Bill (3-Month, Matures', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '05/05/2025', 'Notification Date': '05/05/2025', 'Amount': '$1 - $1,000', 'Filing Status': 'New', 'Description': 'Subholding of: TD Ameritrade'}"
James,Banks,James Banks,Hon.,20007551,"{'Member': 'Banks', 'Prefix': 'Hon.', 'FirstName': 'James E.', 'LastName': 'Banks', 'DocID': '20007551', 'Owner': 'JT', 'Asset': 'Amazon.com, Inc', 'Ticker': 'AMZN', 'Transaction Type': 'P', 'Transaction Date': '06/26/2017', 'Notification Date': '06/26/2017', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Subholding of: Schwab IRA'}"
Lou,Barletta,Lou Barletta,Hon.,20006832,"{'Member': 'Barletta', 'Prefix': 'Hon.', 'FirstName': 'Lou', 'LastName': 'Barletta', 'DocID': '20006832', 'Owner': 'JT', 'Asset': 'Vanguard Intermediate-Term Corporate', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '03/1/2017', 'Notification Date': '03/1/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'New Joint Account held at LPL Financial'}"
Rodney,Blum,Rodney Blum,Hon.,20007916,"{'Member': 'Blum', 'Prefix': 'Hon.', 'FirstName': 'Rodney Leland', 'LastName': 'Blum', 'DocID': '20007916', 'Owner': 'JT', 'Asset': 'Tintri, Inc', 'Ticker': 'TNTR', 'Transaction Type': 'P', 'Transaction Date': '08/4/2017', 'Notification Date': '08/7/2017', 'Amount': '$50,001 - $100,000', 'Filing Status': 'New', 'Description': 'Subholding of: RodandKarenBlumIRA'}"
Earl,Blumenauer,Earl Blumenauer,Hon.,20006495,"{'Member': 'Blumenauer', 'Prefix': 'Hon.', 'FirstName': 'Earl', 'LastName': 'Blumenauer', 'DocID': '20006495', 'Owner': 'JT', 'Asset': 'The Joinery', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/9/2016', 'Notification Date': '12/9/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Additional investment'}"
Lisa,Rochester,Lisa Rochester,Hon.,20008520,"{'Member': 'Blunt Rochester', 'Prefix': 'Hon.', 'FirstName': 'Lisa', 'LastName': 'Blunt Rochester', 'DocID': '20008520', 'Owner': 'JT', 'Asset': 'HARTFORD FINL SVCS gRP SENIOR', 'Ticker': 'HIG', 'Transaction Type': 'P', 'Transaction Date': '12/5/2017', 'Notification Date': '12/5/2017', 'Amount': '$50,001 - $100,000', 'Filing Status': 'New', 'Description': 'HARTFORD FINL SVCS gRP SENIOR NOTE M/W 5.125% 04/15/2022 BUY TRADE 75 @109.506'}"
Mo,Brooks,Mo Brooks,Hon.,20008596,"{'Member': 'Brooks', 'Prefix': 'Hon.', 'FirstName': 'Mo', 'LastName': 'Brooks', 'DocID': '20008596', 'Owner': 'JT', 'Asset': 'Tenn Valley auth', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '11/27/2017', 'Notification Date': '11/27/2017', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': ''}"
Susan,Brooks,Susan Brooks,Hon.,20007640,"{'Member': 'Brooks', 'Prefix': 'Hon.', 'FirstName': 'Susan W.', 'LastName': 'Brooks', 'DocID': '20007640', 'Owner': 'SP', 'Asset': 'onspira Therapeutics, Inc', 'Ticker': 'Onsemi', 'Transaction Type': 'P', 'Transaction Date': '06/15/2017', 'Notification Date': '06/15/2017', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Initial Purchase'}"
Vern,Buchanan,Vern Buchanan,Hon.,20006600,"{'Member': 'Buchanan', 'Prefix': 'Hon.', 'FirstName': 'Vern', 'LastName': 'Buchanan', 'DocID': '20006600', 'Owner': 'JT', 'Asset': 'Lamar TX Consol Inde 5.0% 2/15/22', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/29/2016', 'Notification Date': '01/10/2017', 'Amount': '$100,001 - $250,000', 'Filing Status': 'New', 'Description': 'Subholding of: BNY Mellon 5000'}"
Kenneth,Buck,Kenneth Buck,Hon.,20007519,"{'Member': 'Buck', 'Prefix': 'Hon.', 'FirstName': 'Kenneth R.', 'LastName': 'Buck', 'DocID': '20007519', 'Owner': 'JT', 'Asset': 'Helmerich & Payne, Inc', 'Ticker': 'HP', 'Transaction Type': 'P', 'Transaction Date': '12/6/2016', 'Notification Date': '06/12/2017', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Subholding of: Buck Family Trust'}"
Cheri,Bustos,Cheri Bustos,Hon.,20007260,"{'Member': 'Bustos', 'Prefix': 'Hon.', 'FirstName': 'Cheri', 'LastName': 'Bustos', 'DocID': '20007260', 'Owner': 'JT', 'Asset': 'Fortive Corporation', 'Ticker': 'FTV', 'Transaction Type': 'E', 'Transaction Date': '05/26/2016', 'Notification Date': '05/11/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'shares received as a result of a spin off with Danaher (DHR).'}"
Kathy,Castor,Kathy Castor,Hon.,20006540,"{'Member': 'Castor', 'Prefix': 'Hon.', 'FirstName': 'Kathy', 'LastName': 'Castor', 'DocID': '20006540', 'Owner': 'SP', 'Asset': 'aT&T Inc', 'Ticker': 'T', 'Transaction Type': 'S', 'Transaction Date': '12/9/2016', 'Notification Date': '12/14/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Judy,Chu,Judy Chu,Hon.,20006511,"{'Member': 'Chu', 'Prefix': 'Hon.', 'FirstName': 'Judy', 'LastName': 'Chu', 'DocID': '20006511', 'Owner': 'JT', 'Asset': 'ISHaRES TLT DEC 16 122.50 PUT', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/9/2016', 'Notification Date': '12/9/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'PUT'}"
Katherine,Clark,Katherine Clark,Hon.,20006507,"{'Member': 'Clark', 'Prefix': 'Hon.', 'FirstName': 'Katherine M.', 'LastName': 'Clark', 'DocID': '20006507', 'Owner': 'JT', 'Asset': 'abbVie Inc', 'Ticker': 'ABBV', 'Transaction Type': 'S', 'Transaction Date': '12/16/2016', 'Notification Date': '01/9/2017', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Subholding of: Judith S. Clark Irrevocable Trust'}"
Barbara,Comstock,Barbara Comstock,Hon.,20008586,"{'Member': 'Comstock', 'Prefix': 'Hon.', 'FirstName': 'Barbara J Honorable', 'LastName': 'Comstock', 'DocID': '20008586', 'Owner': 'JT', 'Asset': 'apple Inc', 'Ticker': 'AAPL', 'Transaction Type': 'P', 'Transaction Date': '12/18/2017', 'Notification Date': '12/18/2017', 'Amount': '$50,001 - $100,000', 'Filing Status': 'New', 'Description': ''}"
K.,Conaway,K. Conaway,Hon.,20006448,"{'Member': 'Conaway', 'Prefix': 'Hon.', 'FirstName': 'K. Michael', 'LastName': 'Conaway', 'DocID': '20006448', 'Owner': 'SP', 'Asset': 'aRLINgToN TEX HIgHER ED FIN', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/7/2016', 'Notification Date': '12/12/2016', 'Amount': '$50,001 - $100,000', 'Filing Status': 'New', 'Description': 'aRLINgToN TEX HIgHER ED FIN CoRP ED REV SER a RF JUL16 05.000%DEC01 2051'}"
Jim,Cooper,Jim Cooper,Hon.,20006412,"{'Member': 'Cooper', 'Prefix': 'Hon.', 'FirstName': 'Jim', 'LastName': 'Cooper', 'DocID': '20006412', 'Owner': 'JT', 'Asset': 'Hancock Holding Company', 'Ticker': 'HBHC', 'Transaction Type': 'S', 'Transaction Date': '12/7/2016', 'Notification Date': '12/7/2016', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': ''}"
Charlie,Crist,Charlie Crist,Hon.,20006954,"{'Member': 'Crist', 'Prefix': 'Hon.', 'FirstName': 'Charlie Joseph', 'LastName': 'Crist', 'DocID': '20006954', 'Owner': 'JT', 'Asset': 'Nuveen AMT-Free Municipal Credit', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '03/1/2017', 'Notification Date': '03/7/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Fidelity Brokerage Account #1ID Owner Asset Transaction Date Notification Amount'}"
Carlos,Curbelo,Carlos Curbelo,Hon.,20006516,"{'Member': 'Curbelo', 'Prefix': 'Hon.', 'FirstName': 'Carlos Mr', 'LastName': 'Curbelo', 'DocID': '20006516', 'Owner': 'SP', 'Asset': 'Accenture plc Class A Ordinary Shares', 'Ticker': 'ACN', 'Transaction Type': 'P', 'Transaction Date': '12/30/2016', 'Notification Date': '01/10/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: UBS Brokerage Account'}"
Susan,Davis,Susan Davis,Hon.,20008319,"{'Member': 'Davis', 'Prefix': 'Hon.', 'FirstName': 'Susan A.', 'LastName': 'Davis', 'DocID': '20008319', 'Owner': 'SP', 'Asset': 'Charles Schwab Corporation', 'Ticker': 'SCHW', 'Transaction Type': 'S', 'Transaction Date': '10/20/2017', 'Notification Date': '10/24/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Tammy,Duckworth,Tammy Duckworth,Hon.,20006639,"{'Member': 'Duckworth', 'Prefix': 'Hon.', 'FirstName': 'Tammy', 'LastName': 'Duckworth', 'DocID': '20006639', 'Owner': 'JT', 'Asset': 'Potash Corporation of Saskatchewan', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '12/9/2016', 'Notification Date': '12/9/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'f/k/a Brokerage #2 USAA 8425'}"
Sam,Farr,Sam Farr,Hon.,20006612,"{'Member': 'Farr', 'Prefix': 'Hon.', 'FirstName': 'Sam', 'LastName': 'Farr', 'DocID': '20006612', 'Owner': 'JT', 'Asset': 'Patterson Companies, Inc', 'Ticker': 'PDCO', 'Transaction Type': 'S', 'Transaction Date': '12/29/2016', 'Notification Date': '12/29/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
John,Faso,John Faso,Hon.,20006737,"{'Member': 'Faso', 'Prefix': 'Hon.', 'FirstName': 'John J.', 'LastName': 'Faso', 'DocID': '20006737', 'Owner': 'JT', 'Asset': 'greene County Bancorp, Inc', 'Ticker': 'gCBC', 'Transaction Type': 'S', 'Transaction Date': '02/6/2017', 'Notification Date': '02/9/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Bill,Flores,Bill Flores,Hon.,20008523,"{'Member': 'Flores', 'Prefix': 'Hon.', 'FirstName': 'Bill', 'LastName': 'Flores', 'DocID': '20008523', 'Owner': 'JT', 'Asset': 'TPH Partners II, LP', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/4/2017', 'Notification Date': '11/17/2017', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Private Equity Fund Capital Call for the purchase of interests in Laurel Mountain Energy LLC and partnership'}"
Lois,Frankel,Lois Frankel,Hon.,20008579,"{'Member': 'Frankel', 'Prefix': 'Hon.', 'FirstName': 'Lois', 'LastName': 'Frankel', 'DocID': '20008579', 'Owner': 'JT', 'Asset': 'Regal Entertainment Group Class A', 'Ticker': 'RGC', 'Transaction Type': 'S', 'Transaction Date': '12/8/2017', 'Notification Date': '12/8/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
John,Garamendi,John Garamendi,Hon.,20007652,"{'Member': 'Garamendi', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Garamendi', 'DocID': '20007652', 'Owner': 'JT', 'Asset': 'Health Fusion', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '05/15/2017', 'Notification Date': '05/15/2017', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Private placement'}"
Greg,Gianforte,Greg Gianforte,Hon.,20008521,"{'Member': 'Gianforte', 'Prefix': 'Hon.', 'FirstName': 'Greg', 'LastName': 'Gianforte', 'DocID': '20008521', 'Owner': 'JT', 'Asset': 'Weibo Corporation - american', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/1/2017', 'Notification Date': '12/4/2017', 'Amount': '$50,001 - $100,000', 'Filing Status': 'New', 'Description': 'Subholding of: Harding Loevner International Equity'}"
Bob,Gibbs,Bob Gibbs,Hon.,20008545,"{'Member': 'Gibbs', 'Prefix': 'Hon.', 'FirstName': 'Bob', 'LastName': 'Gibbs', 'DocID': '20008545', 'Owner': 'JT', 'Asset': 'Cheniere Energy Partners, LP Cheniere', 'Ticker': 'CQP', 'Transaction Type': 'S', 'Transaction Date': '12/8/2017', 'Notification Date': '12/8/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Charles Swabb IRA'}"
Garret,Graves,Garret Graves,Hon.,20008163,"{'Member': 'Graves', 'Prefix': 'Hon.', 'FirstName': 'Garret', 'LastName': 'Graves', 'DocID': '20008163', 'Owner': 'JT', 'Asset': 'Janus Henderson small Cap Growth', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '09/5/2017', 'Notification Date': '09/7/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Added as part of Etrade Roth IRA'}"
Al,Green,Al Green,Hon.,20006575,"{'Member': 'Green', 'Prefix': 'Hon.', 'FirstName': 'Al', 'LastName': 'Green', 'DocID': '20006575', 'Owner': 'JT', 'Asset': 'NATIONWIDE FIXED ACCOUNT, 100%', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/30/2016', 'Notification Date': '12/30/2016', 'Amount': '$100,001 - $250,000', 'Filing Status': 'New', 'Description': 'SOLD NW LGCAP GR SOLD SEI S P 500 INDX E'}"
Luis,Gutierrez,Luis Gutierrez,Hon.,20007409,"{'Member': 'Gutierrez', 'Prefix': 'Hon.', 'FirstName': 'Luis V.', 'LastName': 'Gutierrez', 'DocID': '20007409', 'Owner': 'JT', 'Asset': 'Berkshire Hathaway Inc. New', 'Ticker': 'BRK.B', 'Transaction Type': 'S', 'Transaction Date': '06/5/2017', 'Notification Date': '06/5/2017', 'Amount': '$100,001 - $250,000', 'Filing Status': 'New', 'Description': 'Brokerage Account'}"
Rubén,Hinojosa,Rubén Hinojosa,Hon.,20006629,"{'Member': 'Hinojosa', 'Prefix': 'Hon.', 'FirstName': 'Rubén', 'LastName': 'Hinojosa', 'DocID': '20006629', 'Owner': 'SP', 'Asset': '3M Company', 'Ticker': 'MMM', 'Transaction Type': 'P', 'Transaction Date': '12/27/2016', 'Notification Date': '01/29/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Marty SEP'}"
Hakeem,Jeffries,Hakeem Jeffries,Hon.,20007933,"{'Member': 'Jeffries', 'Prefix': 'Hon.', 'FirstName': 'Hakeem S.', 'LastName': 'Jeffries', 'DocID': '20007933', 'Owner': 'JT', 'Asset': 'ISHARES Core & u.. Growth ETF', 'Ticker': 'IuSG', 'Transaction Type': 'P', 'Transaction Date': '08/15/2017', 'Notification Date': '08/18/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Merrill Edge Guided Investing Traditional IRA'}"
David,Joyce,David Joyce,Hon.,20005383,"{'Member': 'Joyce', 'Prefix': 'Hon.', 'FirstName': 'David P.', 'LastName': 'Joyce', 'DocID': '20005383', 'Owner': 'JT', 'Asset': 'Aston Small Capitol', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '12/21/2016', 'Notification Date': '05/15/2017', 'Amount': '$50,001 - $100,000', 'Filing Status': 'New', 'Description': 'AMg gW&K US Small Cap growth'}"
Adam,Kinzinger,Adam Kinzinger,Hon.,20006750,"{'Member': 'Kinzinger', 'Prefix': 'Hon.', 'FirstName': 'Adam', 'LastName': 'Kinzinger', 'DocID': '20006750', 'Owner': 'JT', 'Asset': 'Max sound Corporation', 'Ticker': 'MAXD', 'Transaction Type': 'P', 'Transaction Date': '12/13/2016', 'Notification Date': '12/13/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Steve,Knight,Steve Knight,Hon.,20008137,"{'Member': 'Knight', 'Prefix': 'Hon.', 'FirstName': 'Steve', 'LastName': 'Knight', 'DocID': '20008137', 'Owner': 'JT', 'Asset': 'Federal National Mortgage association', 'Ticker': 'FNMa', 'Transaction Type': 'P', 'Transaction Date': '10/3/2017', 'Notification Date': '10/3/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
James,Langevin,James Langevin,Hon.,20006483,"{'Member': 'Langevin', 'Prefix': 'Hon.', 'FirstName': 'James R.', 'LastName': 'Langevin', 'DocID': '20006483', 'Owner': 'JT', 'Asset': 'Facebook, Inc. - Class A', 'Ticker': 'Fb', 'Transaction Type': 'S', 'Transaction Date': '12/12/2016', 'Notification Date': '12/12/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Roth IRA'}"
Frank,LoBiondo,Frank LoBiondo,Hon.,20008344,"{'Member': 'LoBiondo', 'Prefix': 'Hon.', 'FirstName': 'Frank A.', 'LastName': 'LoBiondo', 'DocID': '20008344', 'Owner': 'JT', 'Asset': 'Accenture plc Class A Ordinary Shares', 'Ticker': 'ACN', 'Transaction Type': 'P', 'Transaction Date': '11/2/2017', 'Notification Date': '11/6/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Wells Fargo (IRA)'}"
Zoe,Lofgren,Zoe Lofgren,Hon.,20007187,"{'Member': 'Lofgren', 'Prefix': 'Hon.', 'FirstName': 'Zoe', 'LastName': 'Lofgren', 'DocID': '20007187', 'Owner': 'JT', 'Asset': '2000023184 JT SolarCity Corporation', 'Ticker': 'SCTY', 'Transaction Type': 'E', 'Transaction Date': '11/22/2016', 'Notification Date': '12/12/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ""SolarCity Corporation (SCTY) was acquired by Tesla Motors, Inc. (TSLA). The member's existing shares""}"
Alan,Lowenthal,Alan Lowenthal,Hon.,20008567,"{'Member': 'Lowenthal', 'Prefix': 'Hon.', 'FirstName': 'Alan S.', 'LastName': 'Lowenthal', 'DocID': '20008567', 'Owner': 'SP', 'Asset': 'Aptiv PLC Ordinary Shares', 'Ticker': 'APTV', 'Transaction Type': 'P', 'Transaction Date': '12/8/2017', 'Notification Date': '12/14/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Neuberger Berman - Traditional IRA'}"
Nita,Lowey,Nita Lowey,Hon.,20003007,"{'Member': 'Lowey', 'Prefix': 'Hon.', 'FirstName': 'Nita M.', 'LastName': 'Lowey', 'DocID': '20003007', 'Owner': 'SP', 'Asset': 'Oppenheimer & spence Investment', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '12/31/2016', 'Notification Date': '12/31/2016', 'Amount': '$1,000,001 -', 'Filing Status': 'New', 'Description': ''}"
Stephen,Lynch,Stephen Lynch,Hon.,20007162,"{'Member': 'Lynch', 'Prefix': 'Hon.', 'FirstName': 'Stephen F.', 'LastName': 'Lynch', 'DocID': '20007162', 'Owner': 'JT', 'Asset': 'EMC Corporation', 'Ticker': 'EMC', 'Transaction Type': 'E', 'Transaction Date': '09/7/2016', 'Notification Date': '04/27/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Dell acquired EMC in a stock/cash exchange, resulting in a Morgan Stanley Money Market fund and Dell'}"
Thomas,MacArthur,Thomas MacArthur,Hon.,20006480,"{'Member': 'MacArthur', 'Prefix': 'Hon.', 'FirstName': 'Thomas', 'LastName': 'MacArthur', 'DocID': '20006480', 'Owner': 'JT', 'Asset': 'ACS Actividades De Construccion Y', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/9/2016', 'Notification Date': '01/1/2017', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Subholding of: Thomas C MacArthur and Deborah A MacArthur'}"
Carolyn,Maloney,Carolyn Maloney,Hon.,20006552,"{'Member': 'Maloney', 'Prefix': 'Hon.', 'FirstName': 'Carolyn B.', 'LastName': 'Maloney', 'DocID': '20006552', 'Owner': 'JT', 'Asset': 'NEW YORK CITY MUN FIN AUTH REV', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/9/2016', 'Notification Date': '01/6/2017', 'Amount': '$50,001 - $100,000', 'Filing Status': 'New', 'Description': 'NEW YORK NY CITY MUN FIN AUTH REV B/E 4.75%, DUE 06-15-1936, CUSIP 64972FlT1'}"
Roger,Marshall,Roger Marshall,Hon.,20007100,"{'Member': 'Marshall', 'Prefix': 'Hon.', 'FirstName': 'Roger W.', 'LastName': 'Marshall', 'DocID': '20007100', 'Owner': 'JT', 'Asset': 'Great Bend Regional Hospital, LLC', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '03/29/2017', 'Notification Date': '03/29/2017', 'Amount': '$50,001 - $100,000', 'Filing Status': 'New', 'Description': 'Sale of ""redeemed units"""" in the Company""'}"
Doris,Matsui,Doris Matsui,Hon.,20007604,"{'Member': 'Matsui', 'Prefix': 'Hon.', 'FirstName': 'Doris O.', 'LastName': 'Matsui', 'DocID': '20007604', 'Owner': 'JT', 'Asset': 'Westmed Holding Company', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '06/29/2017', 'Notification Date': '06/29/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Englewood, CO. Stock in privately held medical technology development company.'}"
David,McKinley,David McKinley,Hon.,20006434,"{'Member': 'McKinley', 'Prefix': 'Hon.', 'FirstName': 'David B.', 'LastName': 'McKinley', 'DocID': '20006434', 'Owner': 'JT', 'Asset': '3M Company', 'Ticker': 'MMM', 'Transaction Type': 'P', 'Transaction Date': '12/27/2016', 'Notification Date': '01/3/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ""Subholding of: IRA's > Rollover IRA""}"
Markwayne,Mullin,Markwayne Mullin,Hon.,20006574,"{'Member': 'Mullin', 'Prefix': 'Hon.', 'FirstName': 'Markwayne', 'LastName': 'Mullin', 'DocID': '20006574', 'Owner': 'JT', 'Asset': 'INNMF', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '01/12/2017', 'Notification Date': '01/12/2017', 'Amount': '$100,001 - $250,000', 'Filing Status': 'New', 'Description': '110 shares of INNMF stock purchased'}"
Mick,Mulvaney,Mick Mulvaney,Hon.,20006523,"{'Member': 'Mulvaney', 'Prefix': 'Hon.', 'FirstName': 'Mick', 'LastName': 'Mulvaney', 'DocID': '20006523', 'Owner': 'JT', 'Asset': 'Polymet Mining Corporation Ordinary', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '12/30/2016', 'Notification Date': '01/3/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Randy,Neugebauer,Randy Neugebauer,Hon.,20006627,"{'Member': 'Neugebauer', 'Prefix': 'Hon.', 'FirstName': 'Randy', 'LastName': 'Neugebauer', 'DocID': '20006627', 'Owner': 'JT', 'Asset': '2000021665 JT University of Texas', 'Ticker': '10', 'Transaction Type': 'P', 'Transaction Date': '10/4/2016', 'Notification Date': '10/16/2016', 'Amount': '$100,001 - $250,000', 'Filing Status': 'New', 'Description': 'University of Texas Univ Revs Findg Sys-Ser E Beo 5% 08/15/27'}"
Ed,Perlmutter,Ed Perlmutter,Hon.,20008066,"{'Member': 'Perlmutter', 'Prefix': 'Hon.', 'FirstName': 'Ed', 'LastName': 'Perlmutter', 'DocID': '20008066', 'Owner': 'SP', 'Asset': 'alphabet Inc. - Class a', 'Ticker': 'GOOGL', 'Transaction Type': 'P', 'Transaction Date': '11/21/2016', 'Notification Date': '08/10/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
E.,Rigell,E. Rigell,Hon.,20006613,"{'Member': 'Rigell', 'Prefix': 'Hon.', 'FirstName': 'E. Scott', 'LastName': 'Rigell', 'DocID': '20006613', 'Owner': 'JT', 'Asset': 'Boeing Company', 'Ticker': 'BA', 'Transaction Type': 'S', 'Transaction Date': '12/9/2016', 'Notification Date': '12/31/2016', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Sold 300 shares of Boeing'}"
Thomas,Rooney,Thomas Rooney,Hon.,20003828,"{'Member': 'Rooney', 'Prefix': 'Hon.', 'FirstName': 'Thomas J.', 'LastName': 'Rooney', 'DocID': '20003828', 'Owner': 'JT', 'Asset': 'Oakland Cnty Mich bldg Auth', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/8/2015', 'Notification Date': '01/8/2016', 'Amount': '$50,001 - $100,000', 'Filing Status': 'New', 'Description': 'Subholding of: Patrick Rooney Sr 2015 Delaware Trust'}"
Jacky,Rosen,Jacky Rosen,Hon.,20008125,"{'Member': 'Rosen', 'Prefix': 'Hon.', 'FirstName': 'Jacky', 'LastName': 'Rosen', 'DocID': '20008125', 'Owner': 'JT', 'Asset': 'abercrombie & Fitch Company', 'Ticker': 'aNF', 'Transaction Type': 'S', 'Transaction Date': '09/25/2017', 'Notification Date': '09/25/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Larry and Jacklyn Rosen Family Trust > Rosen Family Limited Partnership'}"
